GND	WIKI PAGE DE	HITS (btw 2014/05/28 and 2014/06/26)	AVG HITS (per day)	CHAR_COUNT (on 2014/06/28)	WORD_COUNT (on 2014/06/28)
http://d-nb.info/gnd/126210934		0	0	0	0
http://d-nb.info/gnd/101841930		0	0	0	0
http://d-nb.info/gnd/118794922	http://de.wikipedia.org/wiki/Andrei_Alexandrowitsch_Schdanow	820	27.33	5307	594
http://d-nb.info/gnd/118559818	http://de.wikipedia.org/wiki/Alfred_Kantorowicz	425	14.17	17714	2210
http://d-nb.info/gnd/101702256		0	0	0	0
http://d-nb.info/gnd/11865442X	http://de.wikipedia.org/wiki/Artur_Becker_%28Politiker%29	457	15.23	8875	1016
http://d-nb.info/gnd/101282664		0	0	0	0
http://d-nb.info/gnd/126886180		0	0	0	0
http://d-nb.info/gnd/127619917		0	0	0	0
http://d-nb.info/gnd/103840834		0	0	0	0
http://d-nb.info/gnd/12632638X		0	0	0	0
http://d-nb.info/gnd/118745514	http://de.wikipedia.org/wiki/Diego_Rivera	2810	93.67	119955	16358
http://d-nb.info/gnd/127491171		0	0	0	0
http://d-nb.info/gnd/118514768	http://de.wikipedia.org/wiki/Bertolt_Brecht	29630	987.67	113858	14340
http://d-nb.info/gnd/126187223		0	0	0	0
http://d-nb.info/gnd/12687817X		0	0	0	0
http://d-nb.info/gnd/1029016348		0	0	0	0
http://d-nb.info/gnd/118608649	http://de.wikipedia.org/wiki/Paul_Schmid-Ammann	64	2.13	4014	447
http://d-nb.info/gnd/104533560		0	0	0	0
http://d-nb.info/gnd/116705574	http://de.wikipedia.org/wiki/Johann_Rump	47	1.57	7619	865
http://d-nb.info/gnd/129974277	http://de.wikipedia.org/wiki/Eugen_Eppstein	90	3	5984	729
http://d-nb.info/gnd/116942738	http://de.wikipedia.org/wiki/Mathilde_Mann	64	2.13	3299	391
http://d-nb.info/gnd/126591725		0	0	0	0
http://d-nb.info/gnd/126907587		0	0	0	0
http://d-nb.info/gnd/126081786		0	0	0	0
http://d-nb.info/gnd/128799935		0	0	0	0
http://d-nb.info/gnd/11558031X	http://de.wikipedia.org/wiki/Herberth_E._Herlitschka	78	2.6	1586	176
http://d-nb.info/gnd/126854882		0	0	0	0
http://d-nb.info/gnd/126858020		0	0	0	0
http://d-nb.info/gnd/119006774	http://de.wikipedia.org/wiki/Otokar_Fischer	54	1.8	3102	337
http://d-nb.info/gnd/139186603		0	0	0	0
http://d-nb.info/gnd/126187215		0	0	0	0
http://d-nb.info/gnd/127851712		0	0	0	0
http://d-nb.info/gnd/107783371		0	0	0	0
http://d-nb.info/gnd/11928278X	http://de.wikipedia.org/wiki/Zyrill_Fischer	100	3.33	3345	356
http://d-nb.info/gnd/117057614	http://de.wikipedia.org/wiki/Eva_Lips	79	2.63	4737	579
http://d-nb.info/gnd/10227603X		0	0	0	0
http://d-nb.info/gnd/104589132	http://de.wikipedia.org/wiki/Louis_Emrich	24	0.8	1162	112
http://d-nb.info/gnd/117346721	http://de.wikipedia.org/wiki/Karl_Vanselow	78	2.6	5264	648
http://d-nb.info/gnd/127807098		0	0	0	0
Gross, A.		0	0	0	0
http://d-nb.info/gnd/12642120X		0	0	0	0
Committee on Fair Play in Sports, New York		0	0	0	0
http://d-nb.info/gnd/14086220X		0	0	0	0
http://d-nb.info/gnd/101118821		0	0	0	0
http://d-nb.info/gnd/116323205		0	0	0	0
http://d-nb.info/gnd/118587862		0	0	0	0
http://d-nb.info/gnd/119394073	http://de.wikipedia.org/wiki/Robert_M%C3%A4der	62	2.07	1747	188
http://d-nb.info/gnd/118557548	http://de.wikipedia.org/wiki/Alois_Jir%C3%A1sek	162	5.4	8447	1006
http://d-nb.info/gnd/124349595	http://de.wikipedia.org/wiki/Edmund_Heines	2039	67.97	26142	3309
http://d-nb.info/gnd/11874190X	http://de.wikipedia.org/wiki/John_Boynton_Priestley	517	17.23	6034	710
http://d-nb.info/gnd/124864368	http://de.wikipedia.org/wiki/Karl_Thieme	51	1.7	3229	349
http://d-nb.info/gnd/117297550	http://de.wikipedia.org/wiki/Bruno_E._Werner	123	4.1	19556	2438
http://d-nb.info/gnd/118652966	http://de.wikipedia.org/wiki/Jack_Bilbo	217	7.23	6583	806
http://d-nb.info/gnd/103554025		0	0	0	0
http://d-nb.info/gnd/11712950X	http://de.wikipedia.org/wiki/Hugo_Iltis	75	2.5	10369	1302
http://d-nb.info/gnd/116409142		0	0	0	0
http://d-nb.info/gnd/117506567	http://de.wikipedia.org/wiki/Heinrich_Schmidt_%28Philosoph%29	100	3.33	5660	641
http://d-nb.info/gnd/118653865	http://de.wikipedia.org/wiki/Otto_Baumberger	109	3.63	6284	770
http://d-nb.info/gnd/102091676		0	0	0	0
http://d-nb.info/gnd/118766945		0	0	0	0
http://d-nb.info/gnd/101271328		0	0	0	0
http://d-nb.info/gnd/127298886		0	0	0	0
http://d-nb.info/gnd/104915978		0	0	0	0
http://d-nb.info/gnd/127266615		0	0	0	0
http://d-nb.info/gnd/126718814		0	0	0	0
http://d-nb.info/gnd/125990243		0	0	0	0
http://d-nb.info/gnd/127277064		0	0	0	0
http://d-nb.info/gnd/117198110		0	0	0	0
http://d-nb.info/gnd/129441937	http://de.wikipedia.org/wiki/Victor_Schiff	64	2.13	4987	618
http://d-nb.info/gnd/101738102		0	0	0	0
http://d-nb.info/gnd/126415722		0	0	0	0
http://d-nb.info/gnd/119178737	http://de.wikipedia.org/wiki/Ludwig_Gurlitt	201	6.7	3986	429
http://d-nb.info/gnd/11512764X		0	0	0	0
http://d-nb.info/gnd/126256594		0	0	0	0
http://d-nb.info/gnd/126513368		0	0	0	0
http://d-nb.info/gnd/126780447		0	0	0	0
http://d-nb.info/gnd/118653830	http://de.wikipedia.org/wiki/Vicki_Baum	1192	39.73	10946	1296
http://d-nb.info/gnd/12663002X		0	0	0	0
http://d-nb.info/gnd/118587846	http://de.wikipedia.org/wiki/Ernst_Niekisch	1050	35	20192	2326
http://d-nb.info/gnd/118738550	http://de.wikipedia.org/wiki/Paul_Nettl	65	2.17	6139	697
http://d-nb.info/gnd/101354193		0	0	0	0
http://d-nb.info/gnd/127525874		0	0	0	0
http://d-nb.info/gnd/104529431		0	0	0	0
http://d-nb.info/gnd/107646390	http://de.wikipedia.org/wiki/Karl_Anton_Vogt	25	0.83	4383	500
http://d-nb.info/gnd/1047021536		0	0	0	0
http://d-nb.info/gnd/12746574X		0	0	0	0
http://d-nb.info/gnd/128272910		0	0	0	0
http://d-nb.info/gnd/121649520		0	0	0	0
http://d-nb.info/gnd/126455511		0	0	0	0
http://d-nb.info/gnd/118833197	http://de.wikipedia.org/wiki/Pierre_Ramus	165	5.5	8601	985
http://d-nb.info/gnd/125809123		0	0	0	0
http://d-nb.info/gnd/11643676X	http://de.wikipedia.org/wiki/Siegmund_Feilbogen	66	2.2	11964	1527
http://d-nb.info/gnd/12633627X		0	0	0	0
http://d-nb.info/gnd/101389272		0	0	0	0
http://d-nb.info/gnd/126532265		0	0	0	0
http://d-nb.info/gnd/118720392	http://de.wikipedia.org/wiki/Jakob_Haringer	140	4.67	7163	811
http://d-nb.info/gnd/126635560		0	0	0	0
http://d-nb.info/gnd/118554190	http://de.wikipedia.org/wiki/Ricarda_Huch	3514	117.13	27342	3229
http://d-nb.info/gnd/123339243		0	0	0	0
http://d-nb.info/gnd/123992834	http://de.wikipedia.org/wiki/Edith_Kadivec	178	5.93	7422	898
http://d-nb.info/gnd/118699369	http://de.wikipedia.org/wiki/Waldemar_Gurian	233	7.77	5990	703
http://d-nb.info/gnd/105413542	http://de.wikipedia.org/wiki/Albert_Ehrismann	103	3.43	4842	510
http://d-nb.info/gnd/118516175	http://de.wikipedia.org/wiki/Emil_Brunner_%28Theologe%29	393	13.1	18038	2170
http://d-nb.info/gnd/126844208		0	0	0	0
http://d-nb.info/gnd/127053948		0	0	0	0
http://d-nb.info/gnd/117367184	http://de.wikipedia.org/wiki/August_Siemsen	71	2.37	5679	643
http://d-nb.info/gnd/118548867	http://de.wikipedia.org/wiki/Hermann_Heller_%28Jurist%29	389	12.97	10595	1240
http://d-nb.info/gnd/117325-X		0	0	0	0
http://d-nb.info/gnd/118651870	http://de.wikipedia.org/wiki/Gertrud_B%C3%A4umer	662	22.07	30386	3806
http://d-nb.info/gnd/118946579	http://de.wikipedia.org/wiki/Wladimir_Michailowitsch_Kirschon	33	1.1	1230	113
http://d-nb.info/gnd/116742712	http://de.wikipedia.org/wiki/Fritz_Br%C3%BCgel	102	3.4	8137	900
http://d-nb.info/gnd/122898397	http://de.wikipedia.org/wiki/Hanns_Kerrl	596	19.87	7466	865
http://d-nb.info/gnd/104311193	http://de.wikipedia.org/wiki/Carl_Felix_von_Schlichtegroll	55	1.83	3932	465
http://d-nb.info/gnd/127907009		0	0	0	0
http://d-nb.info/gnd/101814275		0	0	0	0
http://d-nb.info/gnd/106500724		0	0	0	0
http://d-nb.info/gnd/118617443	http://de.wikipedia.org/wiki/Rudolf_Steiner	11728	390.93	136571	17515
http://d-nb.info/gnd/118756028	http://de.wikipedia.org/wiki/Anna_Louise_Strong	96	3.2	14979	1952
http://d-nb.info/gnd/134075056		0	0	0	0
http://d-nb.info/gnd/126243492		0	0	0	0
http://d-nb.info/gnd/102278687		0	0	0	0
http://d-nb.info/gnd/118547313	http://de.wikipedia.org/wiki/Julius_Hay	132	4.4	4619	547
http://d-nb.info/gnd/116188758		0	0	0	0
http://d-nb.info/gnd/126964556		0	0	0	0
http://d-nb.info/gnd/118560522	http://de.wikipedia.org/wiki/Walentin_Petrowitsch_Katajew	230	7.67	7876	965
http://d-nb.info/gnd/118538691	http://de.wikipedia.org/wiki/Hellmut_von_Gerlach	331	11.03	13880	1597
http://d-nb.info/gnd/122412931		0	0	0	0
http://d-nb.info/gnd/123869811		0	0	0	0
http://d-nb.info/gnd/12223748x		0	0	0	0
http://d-nb.info/gnd/101346859		0	0	0	0
http://d-nb.info/gnd/109326628	http://de.wikipedia.org/wiki/Georg_Friedrich_Alexan	43	1.43	4934	592
http://d-nb.info/gnd/102175403		0	0	0	0
http://d-nb.info/gnd/102278695		0	0	0	0
http://d-nb.info/gnd/127147365		0	0	0	0
http://d-nb.info/gnd/1019108444		0	0	0	0
http://d-nb.info/gnd/124375448	http://de.wikipedia.org/wiki/Theo_Hespers	74	2.47	8569	1042
http://d-nb.info/gnd/1026951542	http://de.wikipedia.org/wiki/Hermann_Fernau	35	1.17	9775	1174
http://d-nb.info/gnd/118554905	http://de.wikipedia.org/wiki/Hugo_Huppert	127	4.23	9703	1110
http://d-nb.info/gnd/102237654		0	0	0	0
http://d-nb.info/gnd/118786350	http://de.wikipedia.org/wiki/Ernst_Nobs	307	10.23	4175	471
http://d-nb.info/gnd/142606316	http://de.wikipedia.org/wiki/Hans_M%C3%BChle	26	0.87	2733	303
http://d-nb.info/gnd/118866451	http://de.wikipedia.org/wiki/Marie_Jahoda	481	16.03	9995	1224
http://d-nb.info/gnd/101046286		0	0	0	0
http://d-nb.info/gnd/12183557X	http://de.wikipedia.org/wiki/Fritz_L%C3%B6hner-Beda	809	26.97	20410	2605
http://d-nb.info/gnd/126661804		0	0	0	0
http://d-nb.info/gnd/104913894		0	0	0	0
http://d-nb.info/gnd/12678776X		0	0	0	0
http://d-nb.info/gnd/126257248		0	0	0	0
http://d-nb.info/gnd/127860649		0	0	0	0
http://d-nb.info/gnd/12620697X		0	0	0	0
http://d-nb.info/gnd/118528599	http://de.wikipedia.org/wiki/Erich_Ebermayer	199	6.63	20023	2518
http://d-nb.info/gnd/126522537		0	0	0	0
http://d-nb.info/gnd/118561103	http://de.wikipedia.org/wiki/Helen_Keller	4988	166.27	14679	1938
http://d-nb.info/gnd/123252164		0	0	0	0
http://d-nb.info/gnd/101151217		0	0	0	0
http://d-nb.info/gnd/11600021X	http://de.wikipedia.org/wiki/Max_Hochdorf	29	0.97	4051	418
http://d-nb.info/gnd/116819995		0	0	0	0
http://d-nb.info/gnd/118773259	http://de.wikipedia.org/wiki/Hans_Zulliger	216	7.2	8373	944
http://d-nb.info/gnd/126353034		0	0	0	0
http://d-nb.info/gnd/118515802	http://de.wikipedia.org/wiki/Ferdinand_Bruckner	492	16.4	11823	1377
http://d-nb.info/gnd/117402362	http://de.wikipedia.org/wiki/Kurt_Singer_%28Musikwissenschaftler%29	96	3.2	4935	542
http://d-nb.info/gnd/126094705		0	0	0	0
http://d-nb.info/gnd/105665711		0	0	0	0
http://d-nb.info/gnd/101778988		0	0	0	0
http://d-nb.info/gnd/126909679		0	0	0	0
http://d-nb.info/gnd/130688002	http://de.wikipedia.org/wiki/Franti%C5%A1ek_Kubka	46	1.53	2555	280
http://d-nb.info/gnd/1026041031		0	0	0	0
http://d-nb.info/gnd/124371655	http://de.wikipedia.org/wiki/Walter_Layton%2C_1._Baron_Layton	83	2.77	2833	323
http://d-nb.info/gnd/118552759	http://de.wikipedia.org/wiki/Hugo_von_Hofmannsthal	7864	262.13	69077	8596
http://d-nb.info/gnd/1033787515		0	0	0	0
http://d-nb.info/gnd/127786937		0	0	0	0
http://d-nb.info/gnd/120035677	http://de.wikipedia.org/wiki/Geoffrey_Trease	119	3.97	5052	603
http://d-nb.info/gnd/102159076		0	0	0	0
http://d-nb.info/gnd/117022020	http://de.wikipedia.org/wiki/Otfried_Nippold	66	2.2	2657	294
http://d-nb.info/gnd/127540113		0	0	0	0
http://d-nb.info/gnd/126481563		0	0	0	0
http://d-nb.info/gnd/126649340		0	0	0	0
http://d-nb.info/gnd/118652141	http://de.wikipedia.org/wiki/Karl_Ballmer	266	8.87	15520	1901
http://d-nb.info/gnd/126942579		0	0	0	0
http://d-nb.info/gnd/11691405X	http://de.wikipedia.org/wiki/August_Messer	98	3.27	4023	427
http://d-nb.info/gnd/126328439		0	0	0	0
http://d-nb.info/gnd/105665703		0	0	0	0
http://d-nb.info/gnd/102259461		0	0	0	0
http://d-nb.info/gnd/125625480		0	0	0	0
http://d-nb.info/gnd/124382088	http://de.wikipedia.org/wiki/Elisabeth_Rotten	110	3.67	7698	888
http://d-nb.info/gnd/105789402		0	0	0	0
http://d-nb.info/gnd/101526881		0	0	0	0
http://d-nb.info/gnd/118561162	http://de.wikipedia.org/wiki/Bernhard_Kellermann	537	17.9	9108	1025
http://d-nb.info/gnd/130338397		0	0	0	0
http://d-nb.info/gnd/123011213		0	0	0	0
Maenner, E. K.		0	0	0	0
http://d-nb.info/gnd/118585967	http://de.wikipedia.org/wiki/Benito_Mussolini	15647	521.57	68498	8631
http://d-nb.info/gnd/100804101		0	0	0	0
http://d-nb.info/gnd/118545183	http://de.wikipedia.org/wiki/George_W._F._Hallgarten	142	4.73	11519	1355
http://d-nb.info/gnd/116936363	http://de.wikipedia.org/wiki/Adolph_Hoffmann	195	6.5	7941	916
http://d-nb.info/gnd/139134808		0	0	0	0
http://d-nb.info/gnd/124963463	http://de.wikipedia.org/wiki/Ignaz_Zadek_senior	39	1.3	2857	338
http://d-nb.info/gnd/119553732		0	0	0	0
http://d-nb.info/gnd/119145146	http://de.wikipedia.org/wiki/Else_Jerusalem	65	2.17	4099	474
http://d-nb.info/gnd/127077995		0	0	0	0
http://d-nb.info/gnd/101885628		0	0	0	0
http://d-nb.info/gnd/117012998		0	0	0	0
http://d-nb.info/gnd/116011769	http://de.wikipedia.org/wiki/Eduard_Daelen	52	1.73	5228	625
http://d-nb.info/gnd/126849757		0	0	0	0
http://d-nb.info/gnd/118515829		0	0	0	0
http://d-nb.info/gnd/106252704	http://de.wikipedia.org/wiki/Friedrich_Ritter_von_Lama	127	4.23	13267	1655
http://d-nb.info/gnd/131179527		0	0	0	0
http://d-nb.info/gnd/116657022	http://de.wikipedia.org/wiki/Hugo_Heimann	83	2.77	5572	651
http://d-nb.info/gnd/126694338		0	0	0	0
http://d-nb.info/gnd/127395628		0	0	0	0
http://d-nb.info/gnd/127300651		0	0	0	0
http://d-nb.info/gnd/140898670		0	0	0	0
http://d-nb.info/gnd/118652117	http://de.wikipedia.org/wiki/Stanley_Baldwin	531	17.7	5875	674
http://d-nb.info/gnd/125781954		0	0	0	0
http://d-nb.info/gnd/11695776X	http://de.wikipedia.org/wiki/Johannes_Hohlfeld	110	3.67	6564	709
http://d-nb.info/gnd/102156395		0	0	0	0
http://d-nb.info/gnd/124447414	http://de.wikipedia.org/wiki/Rolf_Brandt	65	2.17	3649	389
http://d-nb.info/gnd/126774986		0	0	0	0
http://d-nb.info/gnd/126471088		0	0	0	0
http://d-nb.info/gnd/12394788x		0	0	0	0
http://d-nb.info/gnd/118764535	http://de.wikipedia.org/wiki/Ram%C3%B3n_J._Sender	188	6.27	14738	1803
http://d-nb.info/gnd/116985798	http://de.wikipedia.org/wiki/Siegfried_Lichtenstaedter	55	1.83	8063	884
http://d-nb.info/gnd/1043344926		0	0	0	0
http://d-nb.info/gnd/10903886x		0	0	0	0
http://d-nb.info/gnd/117253472		0	0	0	0
http://d-nb.info/gnd/126765138		0	0	0	0
http://d-nb.info/gnd/1015389678		0	0	0	0
http://d-nb.info/gnd/116102616	http://de.wikipedia.org/wiki/Bernhard_Becker_%28ADAV%29	97	3.23	24489	3146
http://d-nb.info/gnd/104786523		0	0	0	0
http://d-nb.info/gnd/13239359X	http://de.wikipedia.org/wiki/Wilhelm_Speyer	209	6.97	6039	701
http://d-nb.info/gnd/116428295	http://de.wikipedia.org/wiki/Hans_Reinowski	70	2.33	3150	332
http://d-nb.info/gnd/11653673x		0	0	0	0
http://d-nb.info/gnd/119037769	http://de.wikipedia.org/wiki/Zenzl_M%C3%BChsam	263	8.77	5967	711
http://d-nb.info/gnd/12609473X		0	0	0	0
http://d-nb.info/gnd/116887311	http://de.wikipedia.org/wiki/Max_von_Gruber	203	6.77	4220	474
http://d-nb.info/gnd/118772600	http://de.wikipedia.org/wiki/Julius_Zerfa%C3%9F	67	2.23	4065	491
http://d-nb.info/gnd/105471348		0	0	0	0
http://d-nb.info/gnd/118585541	http://de.wikipedia.org/wiki/Willi_M%C3%BCnzenberg	807	26.9	32690	4026
http://d-nb.info/gnd/118535315	http://de.wikipedia.org/wiki/Sigmund_Freud	29630	987.67	76993	9453
http://d-nb.info/gnd/118569023	http://de.wikipedia.org/wiki/Wilhelm_Lamszus	193	6.43	3042	327
http://d-nb.info/gnd/119216728		0	0	0	0
http://d-nb.info/gnd/126248621	http://de.wikipedia.org/wiki/Erich_Czech	56	1.87	4828	537
http://d-nb.info/gnd/11069824X		0	0	0	0
http://d-nb.info/gnd/137143389		0	0	0	0
http://d-nb.info/gnd/101968442		0	0	0	0
http://d-nb.info/gnd/126032289		0	0	0	0
http://d-nb.info/gnd/126827206		0	0	0	0
http://d-nb.info/gnd/126278792		0	0	0	0
http://d-nb.info/gnd/117200948	http://de.wikipedia.org/wiki/Eduard_Stadtler	280	9.33	10984	1243
http://d-nb.info/gnd/101270143		0	0	0	0
http://d-nb.info/gnd/123426510		0	0	0	0
http://d-nb.info/gnd/119313294	http://de.wikipedia.org/wiki/Roland_de_Pury	61	2.03	5277	683
http://d-nb.info/gnd/126654387		0	0	0	0
http://d-nb.info/gnd/126677883		0	0	0	0
http://d-nb.info/gnd/1086402-7		0	0	0	0
http://d-nb.info/gnd/122051114		0	0	0	0
http://d-nb.info/gnd/126532796		0	0	0	0
http://d-nb.info/gnd/118574183	http://de.wikipedia.org/wiki/Jack_London	4936	164.53	32072	4092
http://d-nb.info/gnd/118535307	http://de.wikipedia.org/wiki/Anna_Freud	1916	63.87	12330	1479
http://d-nb.info/gnd/1025849280		0	0	0	0
http://d-nb.info/gnd/127659382		0	0	0	0
http://d-nb.info/gnd/126771413		0	0	0	0
http://d-nb.info/gnd/107723816		0	0	0	0
http://d-nb.info/gnd/118744763	http://de.wikipedia.org/wiki/Gonzague_de_Reynold	198	6.6	11883	1551
http://d-nb.info/gnd/126572178		0	0	0	0
http://d-nb.info/gnd/101754523		0	0	0	0
http://d-nb.info/gnd/126677867		0	0	0	0
http://d-nb.info/gnd/129036153	http://de.wikipedia.org/wiki/Robert_Weismann	78	2.6	5986	738
http://d-nb.info/gnd/119023415	http://de.wikipedia.org/wiki/Fritz_Helmut_Landshoff	135	4.5	7104	858
http://d-nb.info/gnd/10460400x		0	0	0	0
http://d-nb.info/gnd/118565745	http://de.wikipedia.org/wiki/Mato_Kosyk	67	2.23	4045	500
http://d-nb.info/gnd/118706381	http://de.wikipedia.org/wiki/Wilhelm_Hohoff	91	3.03	11624	1325
Huss, Hans		0	0	0	0
http://d-nb.info/gnd/11904580X	http://de.wikipedia.org/wiki/Victor_Margueritte	72	2.4	3352	389
http://d-nb.info/gnd/120431998		0	0	0	0
http://d-nb.info/gnd/118792687	http://de.wikipedia.org/wiki/Michail_Nikolajewitsch_Pokrowski	68	2.27	5604	656
http://d-nb.info/gnd/101301235		0	0	0	0
http://d-nb.info/gnd/118749587	http://de.wikipedia.org/wiki/Otto_Rombach	132	4.4	3867	419
http://d-nb.info/gnd/126179948		0	0	0	0
http://d-nb.info/gnd/118741993	http://de.wikipedia.org/wiki/Frederic_Prokosch	61	2.03	5162	619
http://d-nb.info/gnd/118611445	http://de.wikipedia.org/wiki/Gerhard_Schultze-Pfaelzer	56	1.87	9537	1129
http://d-nb.info/gnd/126622213		0	0	0	0
http://d-nb.info/gnd/137454384		0	0	0	0
http://d-nb.info/gnd/124552765	http://de.wikipedia.org/wiki/Otto_Wille_Kuusinen	166	5.53	6307	743
http://d-nb.info/gnd/137457677		0	0	0	0
http://d-nb.info/gnd/118708805	http://de.wikipedia.org/wiki/Karl_Immer_%28Theologe%29	116	3.87	2905	330
http://d-nb.info/gnd/137454376		0	0	0	0
http://d-nb.info/gnd/126699577		0	0	0	0
http://d-nb.info/gnd/101807872		0	0	0	0
http://d-nb.info/gnd/131178768		0	0	0	0
http://d-nb.info/gnd/116889217	http://de.wikipedia.org/wiki/Walter_Sch%C3%B6nstedt	39	1.3	5830	691
http://d-nb.info/gnd/101553927		0	0	0	0
http://d-nb.info/gnd/118747436	http://de.wikipedia.org/wiki/Erika_Mann	2207	73.57	70509	9470
http://d-nb.info/gnd/118575856	http://de.wikipedia.org/wiki/John_Henry_Mackay	603	20.1	13672	1670
http://d-nb.info/gnd/126039410		0	0	0	0
http://d-nb.info/gnd/118904477	http://de.wikipedia.org/wiki/Grigori_Jewsejewitsch_Sinowjew	878	29.27	13856	1569
http://d-nb.info/gnd/126703612		0	0	0	0
http://d-nb.info/gnd/119103788		0	0	0	0
http://d-nb.info/gnd/134163125		0	0	0	0
http://d-nb.info/gnd/101213972		0	0	0	0
http://d-nb.info/gnd/100367003		0	0	0	0
http://d-nb.info/gnd/118603140	http://de.wikipedia.org/wiki/Joseph_Roth	7546	251.53	56908	7363
http://d-nb.info/gnd/12659502X	http://de.wikipedia.org/wiki/Oskar_Edel	30	1	7034	771
http://d-nb.info/gnd/118864505	http://de.wikipedia.org/wiki/Wassil_Kolarow	128	4.27	6478	747
http://d-nb.info/gnd/1031768335		0	0	0	0
http://d-nb.info/gnd/12071664X		0	0	0	0
http://d-nb.info/gnd/118924613	http://de.wikipedia.org/wiki/Adolf_Uzarski	114	3.8	8652	1002
http://d-nb.info/gnd/118696866	http://de.wikipedia.org/wiki/Adolf_Grabowsky	60	2	2771	292
http://d-nb.info/gnd/126406014		0	0	0	0
http://d-nb.info/gnd/10732069x		0	0	0	0
http://d-nb.info/gnd/126527830	http://de.wikipedia.org/wiki/Iosseb_Iremaschwili	164	5.47	3928	458
http://d-nb.info/gnd/125967039		0	0	0	0
http://d-nb.info/gnd/127662162		0	0	0	0
http://d-nb.info/gnd/116770627	http://de.wikipedia.org/wiki/Max_Ren%C3%A9_Hesse	88	2.93	3298	374
http://d-nb.info/gnd/121672123	http://de.wikipedia.org/wiki/Stanislaw_Wikentjewitsch_Kossior	210	7	6031	695
http://d-nb.info/gnd/133473864		0	0	0	0
http://d-nb.info/gnd/100822630		0	0	0	0
http://d-nb.info/gnd/124511996	http://de.wikipedia.org/wiki/Otto_Jenssen	30	1	4936	550
http://d-nb.info/gnd/126855145		0	0	0	0
http://d-nb.info/gnd/117477680		0	0	0	0
http://d-nb.info/gnd/121529843		0	0	0	0
http://d-nb.info/gnd/122037545		0	0	0	0
http://d-nb.info/gnd/126264104		0	0	0	0
http://d-nb.info/gnd/116958588	http://de.wikipedia.org/wiki/Hans_Leuss	106	3.53	7956	914
http://d-nb.info/gnd/14273537X		0	0	0	0
http://d-nb.info/gnd/126541094		0	0	0	0
Luschnat, David		0	0	0	0
http://d-nb.info/gnd/118724452	http://de.wikipedia.org/wiki/Otto_Krille	63	2.1	6938	804
http://d-nb.info/gnd/127406085		0	0	0	0
http://d-nb.info/gnd/118935372	http://de.wikipedia.org/wiki/Erich_Kuttner	85	2.83	7788	885
http://d-nb.info/gnd/105116696		0	0	0	0
http://d-nb.info/gnd/10129851X		0	0	0	0
http://d-nb.info/gnd/105532525		0	0	0	0
http://d-nb.info/gnd/102755485		0	0	0	0
http://d-nb.info/gnd/126319391		0	0	0	0
http://d-nb.info/gnd/102166498		0	0	0	0
http://d-nb.info/gnd/12730343X		0	0	0	0
http://d-nb.info/gnd/116647523	http://de.wikipedia.org/wiki/Oskar_Maurus_Fontana	111	3.7	5613	644
http://d-nb.info/gnd/126637946		0	0	0	0
http://d-nb.info/gnd/117085197	http://de.wikipedia.org/wiki/Josef_L%C3%B6bel	37	1.23	2988	348
http://d-nb.info/gnd/141083891		0	0	0	0
http://d-nb.info/gnd/120474808		0	0	0	0
http://d-nb.info/gnd/123628911	http://de.wikipedia.org/wiki/Hans_Chlumberg	37	1.23	1241	131
http://d-nb.info/gnd/101276834		0	0	0	0
http://d-nb.info/gnd/127303421		0	0	0	0
http://d-nb.info/gnd/123075769		0	0	0	0
http://d-nb.info/gnd/118592300	http://de.wikipedia.org/wiki/Friedrich_von_Payer	217	7.23	7432	819
http://d-nb.info/gnd/126132771		0	0	0	0
http://d-nb.info/gnd/117321222	http://de.wikipedia.org/wiki/Max_Westphal	53	1.77	10744	1358
http://d-nb.info/gnd/104643307		0	0	0	0
http://d-nb.info/gnd/118708848	http://de.wikipedia.org/wiki/Wera_Michailowna_Inber	68	2.27	4673	547
http://d-nb.info/gnd/12619940X		0	0	0	0
http://d-nb.info/gnd/126284962		0	0	0	0
http://d-nb.info/gnd/127966145		0	0	0	0
http://d-nb.info/gnd/118612999	http://de.wikipedia.org/wiki/Fritz_Selbmann	335	11.17	7602	868
http://d-nb.info/gnd/12769837X		0	0	0	0
http://d-nb.info/gnd/126943796		0	0	0	0
http://d-nb.info/gnd/116559519		0	0	0	0
http://d-nb.info/gnd/118539671	http://de.wikipedia.org/wiki/Georg_K._Glaser	162	5.4	8067	980
http://d-nb.info/gnd/122757246	http://de.wikipedia.org/wiki/Kurt_Caro	38	1.27	2765	310
http://d-nb.info/gnd/118540114	http://de.wikipedia.org/wiki/Paul_G%C3%B6hre	134	4.47	7453	837
http://d-nb.info/gnd/105786608		0	0	0	0
http://d-nb.info/gnd/126919720		0	0	0	0
http://d-nb.info/gnd/105898414		0	0	0	0
http://d-nb.info/gnd/124316506	http://de.wikipedia.org/wiki/Anna_Blos	63	2.1	3167	348
http://d-nb.info/gnd/118794892	http://de.wikipedia.org/wiki/Marietta_Sergejewna_Schaginjan	108	3.6	1969	207
http://d-nb.info/gnd/117437018	http://de.wikipedia.org/wiki/Willi_Wolfradt	43	1.43	4575	565
http://d-nb.info/gnd/119068508	http://de.wikipedia.org/wiki/Prosper-Olivier_Lissagaray	73	2.43	4369	547
http://d-nb.info/gnd/11875906X	http://de.wikipedia.org/wiki/Hans_Schomburgk	206	6.87	6158	721
http://d-nb.info/gnd/118655892		0	0	0	0
