GND	WIKI PAGE DE	HITS (btw 2014/05/28 and 2014/06/26)	AVG HITS (per day)	CHAR_COUNT (on 2014/06/28)	WORD_COUNT (on 2014/06/28)
http://d-nb.info/gnd/116938609		0	0	0	0
http://d-nb.info/gnd/116575239	http://de.wikipedia.org/wiki/Iven_Kruse	52	1.73	10002	1295
http://d-nb.info/gnd/118524968	http://de.wikipedia.org/wiki/Helene_Deutsch	247	8.23	4290	478
http://d-nb.info/gnd/126259844		0	0	0	0
http://d-nb.info/gnd/102178135		0	0	0	0
http://d-nb.info/gnd/118599909	http://de.wikipedia.org/wiki/Karl_Retzlaw	88	2.93	10488	1278
http://d-nb.info/gnd/1046188267		0	0	0	0
http://d-nb.info/gnd/116539089	http://de.wikipedia.org/wiki/Bruno_Geiser	37	1.23	4939	549
http://d-nb.info/gnd/104733470		0	0	0	0
http://d-nb.info/gnd/118526103	http://de.wikipedia.org/wiki/Otto_Dix	8267	275.57	30825	3650
http://d-nb.info/gnd/128785438		0	0	0	0
http://d-nb.info/gnd/129120936		0	0	0	0
http://d-nb.info/gnd/118753088	http://de.wikipedia.org/wiki/Walter_Johannes_Stein	75	2.5	4331	502
http://d-nb.info/gnd/101825293		0	0	0	0
http://d-nb.info/gnd/127957731	http://de.wikipedia.org/wiki/Alexander_Ignatjewitsch_Tarassow-Rodionow	53	1.77	3787	411
http://d-nb.info/gnd/118667653	http://de.wikipedia.org/wiki/Blaise_Cendrars	961	32.03	8926	972
http://d-nb.info/gnd/118602551	http://de.wikipedia.org/wiki/Franklin_D._Roosevelt	13381	446.03	40792	5224
http://d-nb.info/gnd/126279209		0	0	0	0
http://d-nb.info/gnd/118728547	http://de.wikipedia.org/wiki/Julius_Lips	152	5.07	6324	753
http://d-nb.info/gnd/118519867	http://de.wikipedia.org/wiki/Louis-Ferdinand_C%C3%A9line	1582	52.73	34159	4315
http://d-nb.info/gnd/101179448		0	0	0	0
http://d-nb.info/gnd/126213461		0	0	0	0
http://d-nb.info/gnd/116239506	http://de.wikipedia.org/wiki/Ernst_von_D%C3%BCring	46	1.53	4341	453
http://d-nb.info/gnd/102283249		0	0	0	0
http://d-nb.info/gnd/137771657		0	0	0	0
http://d-nb.info/gnd/118683284	http://de.wikipedia.org/wiki/Edna_Ferber	274	9.13	12331	1510
http://d-nb.info/gnd/116845740	http://de.wikipedia.org/wiki/Ren%C3%A9_F%C3%BCl%C3%B6p_Miller	167	5.57	7337	844
http://d-nb.info/gnd/126195358		0	0	0	0
http://d-nb.info/gnd/101752644		0	0	0	0
http://d-nb.info/gnd/116797525		0	0	0	0
http://d-nb.info/gnd/117161713		0	0	0	0
http://d-nb.info/gnd/104213035		0	0	0	0
http://d-nb.info/gnd/118761935		0	0	0	0
http://d-nb.info/gnd/121473414		0	0	0	0
http://d-nb.info/gnd/118819674	http://de.wikipedia.org/wiki/Paul_Honigsheim	59	1.97	2937	315
http://d-nb.info/gnd/126326673		0	0	0	0
http://d-nb.info/gnd/126205973		0	0	0	0
http://d-nb.info/gnd/100812767		0	0	0	0
http://d-nb.info/gnd/101289340		0	0	0	0
http://d-nb.info/gnd/126996342		0	0	0	0
http://d-nb.info/gnd/126267693		0	0	0	0
http://d-nb.info/gnd/106538055		0	0	0	0
http://d-nb.info/gnd/12599494X		0	0	0	0
http://d-nb.info/gnd/10153938X		0	0	0	0
http://d-nb.info/gnd/101370709		0	0	0	0
http://d-nb.info/gnd/126275769		0	0	0	0
http://d-nb.info/gnd/130928550	http://de.wikipedia.org/wiki/Otto_Bernhard_Wendler	90	3	15277	1811
http://d-nb.info/gnd/107650177		0	0	0	0
http://d-nb.info/gnd/11891622x		0	0	0	0
http://d-nb.info/gnd/126276382		0	0	0	0
http://d-nb.info/gnd/118511742	http://de.wikipedia.org/wiki/Ernst_Bloch	3376	112.53	28246	3453
http://d-nb.info/gnd/126665125		0	0	0	0
http://d-nb.info/gnd/126317461		0	0	0	0
http://d-nb.info/gnd/127423818	http://de.wikipedia.org/wiki/Wladimir_Alexandrowitsch_Antonow-Owsejenko	306	10.2	13063	1598
http://d-nb.info/gnd/126448167		0	0	0	0
http://d-nb.info/gnd/118945254	http://de.wikipedia.org/wiki/Reinhold_Olesch	76	2.53	5228	613
http://d-nb.info/gnd/127374728		0	0	0	0
http://d-nb.info/gnd/129093904		0	0	0	0
http://d-nb.info/gnd/126484015		0	0	0	0
http://d-nb.info/gnd/126897794		0	0	0	0
http://d-nb.info/gnd/100823378		0	0	0	0
http://d-nb.info/gnd/125893817		0	0	0	0
http://d-nb.info/gnd/10562909x		0	0	0	0
http://d-nb.info/gnd/116354038		0	0	0	0
http://d-nb.info/gnd/119194724	http://de.wikipedia.org/wiki/Emil_Rosenow	139	4.63	14845	1821
http://d-nb.info/gnd/11706226X		0	0	0	0
http://d-nb.info/gnd/126293376		0	0	0	0
http://d-nb.info/gnd/116619716	http://de.wikipedia.org/wiki/Fritz_Giese	71	2.37	5852	587
http://d-nb.info/gnd/101842112		0	0	0	0
http://d-nb.info/gnd/44848-5		0	0	0	0
http://d-nb.info/gnd/118840150	http://de.wikipedia.org/wiki/Siegfried_Trebitsch	115	3.83	3865	446
http://d-nb.info/gnd/118736531	http://de.wikipedia.org/wiki/Grigori_Konstantinowitsch_Ordschonikidse	518	17.27	9554	1111
http://d-nb.info/gnd/127432930		0	0	0	0
http://d-nb.info/gnd/127725407		0	0	0	0
http://d-nb.info/gnd/119446995	http://de.wikipedia.org/wiki/Richard_Plant	75	2.5	4553	537
http://d-nb.info/gnd/130321370	http://de.wikipedia.org/wiki/Fritz_Emrich	36	1.2	4701	546
http://d-nb.info/gnd/138723958		0	0	0	0
http://d-nb.info/gnd/127297804		0	0	0	0
http://d-nb.info/gnd/121250547	http://de.wikipedia.org/wiki/Karl-Georg_Hemmerich	44	1.47	16453	2230
http://d-nb.info/gnd/118751786	http://de.wikipedia.org/wiki/Minna_Specht	204	6.8	6514	745
http://d-nb.info/gnd/118803905	http://de.wikipedia.org/wiki/%C3%89mile_Vandervelde	127	4.23	3611	367
http://d-nb.info/gnd/117224693		0	0	0	0
http://d-nb.info/gnd/11731482X	http://de.wikipedia.org/wiki/Grete_von_Urbanitzky	63	2.1	4640	524
http://d-nb.info/gnd/131595571	http://de.wikipedia.org/wiki/Friedrich_Radszuweit	98	3.27	3849	435
Bass, Rudolf		0	0	0	0
http://d-nb.info/gnd/106555200		0	0	0	0
http://d-nb.info/gnd/12597633X		0	0	0	0
http://d-nb.info/gnd/12633577X		0	0	0	0
Trapp, G.H.		0	0	0	0
http://d-nb.info/gnd/12659435X		0	0	0	0
http://d-nb.info/gnd/12638228X		0	0	0	0
http://d-nb.info/gnd/118689681	http://de.wikipedia.org/wiki/Adolf_Gasser	133	4.43	4948	543
http://d-nb.info/gnd/126237379		0	0	0	0
http://d-nb.info/gnd/10559265X		0	0	0	0
http://d-nb.info/gnd/126950350		0	0	0	0
http://d-nb.info/gnd/12923382X		0	0	0	0
http://d-nb.info/gnd/116064579	http://de.wikipedia.org/wiki/Joseph_Delmont	123	4.1	10230	1238
http://d-nb.info/gnd/116552980	http://de.wikipedia.org/wiki/Carl_Brockhausen	47	1.57	5116	547
http://d-nb.info/gnd/118697927	http://de.wikipedia.org/wiki/Georg_Groddeck	542	18.07	16743	2008
http://d-nb.info/gnd/129708275	http://de.wikipedia.org/wiki/August_Creutzburg	56	1.87	5947	710
http://d-nb.info/gnd/118626361	http://de.wikipedia.org/wiki/Siegfried_von_Vegesack	408	13.6	9168	1045
http://d-nb.info/gnd/127506268		0	0	0	0
http://d-nb.info/gnd/116546441	http://de.wikipedia.org/wiki/Paul_Krische	58	1.93	6037	664
http://d-nb.info/gnd/101834373		0	0	0	0
http://d-nb.info/gnd/118745700	http://de.wikipedia.org/wiki/Ernst_R%C3%B6hm	6917	230.57	23495	2937
http://d-nb.info/gnd/118567462	http://de.wikipedia.org/wiki/J%C3%BCrgen_Kuczynski	700	23.33	13205	1567
http://d-nb.info/gnd/130232521		0	0	0	0
http://d-nb.info/gnd/105338788		0	0	0	0
http://d-nb.info/gnd/127543775		0	0	0	0
http://d-nb.info/gnd/118577646	http://de.wikipedia.org/wiki/Ludwig_Marcuse	726	24.2	10977	1280
http://d-nb.info/gnd/106544691		0	0	0	0
Winter, E.		0	0	0	0
http://d-nb.info/gnd/126128014		0	0	0	0
http://d-nb.info/gnd/126487391	http://de.wikipedia.org/wiki/Eelco_van_Kleffens	112	3.73	3495	383
http://d-nb.info/gnd/118594273	http://de.wikipedia.org/wiki/Wilhelm_Pieck	4168	138.93	13730	1648
http://d-nb.info/gnd/125903685		0	0	0	0
http://d-nb.info/gnd/12672265X		0	0	0	0
http://d-nb.info/gnd/126253196		0	0	0	0
http://d-nb.info/gnd/11913067X	http://de.wikipedia.org/wiki/Friedo_Lampe	206	6.87	10677	1284
http://d-nb.info/gnd/119045338		0	0	0	0
http://d-nb.info/gnd/101298803		0	0	0	0
http://d-nb.info/gnd/107656086		0	0	0	0
http://d-nb.info/gnd/118503774	http://de.wikipedia.org/wiki/Louis_Aragon	1048	34.93	7701	958
http://d-nb.info/gnd/106907697		0	0	0	0
http://d-nb.info/gnd/119265974		0	0	0	0
http://d-nb.info/gnd/123891094	http://de.wikipedia.org/wiki/Richard_Ungewitter	304	10.13	6671	748
http://d-nb.info/gnd/101241933		0	0	0	0
http://d-nb.info/gnd/102333963		0	0	0	0
http://d-nb.info/gnd/116767359	http://de.wikipedia.org/wiki/Gottfried_Salomon	120	4	3889	424
http://d-nb.info/gnd/126619719		0	0	0	0
http://d-nb.info/gnd/128267909		0	0	0	0
http://d-nb.info/gnd/126599866		0	0	0	0
http://d-nb.info/gnd/117438111		0	0	0	0
http://d-nb.info/gnd/12654090X		0	0	0	0
http://d-nb.info/gnd/126470979		0	0	0	0
http://d-nb.info/gnd/119066823	http://de.wikipedia.org/wiki/Joseph_Carlebach	239	7.97	25714	3207
http://d-nb.info/gnd/101786646		0	0	0	0
http://d-nb.info/gnd/126934347		0	0	0	0
http://d-nb.info/gnd/126229775		0	0	0	0
http://d-nb.info/gnd/126304505		0	0	0	0
http://d-nb.info/gnd/126764808		0	0	0	0
http://d-nb.info/gnd/126087105		0	0	0	0
http://d-nb.info/gnd/12881313X		0	0	0	0
http://d-nb.info/gnd/11619670X		0	0	0	0
http://d-nb.info/gnd/124132855	http://de.wikipedia.org/wiki/Annemarie_Selinko	283	9.43	5587	664
http://d-nb.info/gnd/118748823	http://de.wikipedia.org/wiki/Michail_Alexandrowitsch_Scholochow	698	23.27	10874	1260
http://d-nb.info/gnd/123630037		0	0	0	0
http://d-nb.info/gnd/126979219		0	0	0	0
http://d-nb.info/gnd/101876726		0	0	0	0
http://d-nb.info/gnd/118586076	http://de.wikipedia.org/wiki/Salomo_Friedlaender	305	10.17	13598	1562
http://d-nb.info/gnd/1031219943		0	0	0	0
http://d-nb.info/gnd/1020102802	http://de.wikipedia.org/wiki/Georgine_Gerhard	31	1.03	8905	1028
http://d-nb.info/gnd/12774133X		0	0	0	0
http://d-nb.info/gnd/107508117		0	0	0	0
http://d-nb.info/gnd/119319632	http://de.wikipedia.org/wiki/Milo_Urban	59	1.97	2963	329
http://d-nb.info/gnd/116766891	http://de.wikipedia.org/wiki/Bruno_von_Salomon	102	3.4	3456	382
http://d-nb.info/gnd/118806165		0	0	0	0
Hüffner, F.		0	0	0	0
http://d-nb.info/gnd/127102000		0	0	0	0
http://d-nb.info/gnd/101771355		0	0	0	0
http://d-nb.info/gnd/104529636		0	0	0	0
http://d-nb.info/gnd/106114646		0	0	0	0
http://d-nb.info/gnd/118595792	http://de.wikipedia.org/wiki/Adelheid_Popp	327	10.9	10778	1226
http://d-nb.info/gnd/118552031	http://de.wikipedia.org/wiki/Max_Hoelz	487	16.23	11001	1345
http://d-nb.info/gnd/109966651		0	0	0	0
http://d-nb.info/gnd/132873192		0	0	0	0
http://d-nb.info/gnd/102333947		0	0	0	0
http://d-nb.info/gnd/1011949040		0	0	0	0
http://d-nb.info/gnd/10789680X		0	0	0	0
http://d-nb.info/gnd/118554387	http://de.wikipedia.org/wiki/Richard_Huelsenbeck	0	0	7585	845
http://d-nb.info/gnd/118569333	http://de.wikipedia.org/wiki/Friedrich_Albert_Lange	345	11.5	13471	1559
http://d-nb.info/gnd/118511734	http://de.wikipedia.org/wiki/Chajim_Bloch	155	5.17	4562	534
http://d-nb.info/gnd/122169832	http://de.wikipedia.org/wiki/Julius_Sch%C3%A4ffer	47	1.57	5492	698
http://d-nb.info/gnd/116884150	http://de.wikipedia.org/wiki/Max_Nassauer	31	1.03	2087	234
http://d-nb.info/gnd/116885270	http://de.wikipedia.org/wiki/Annemarie_von_Nathusius	63	2.1	14758	1836
http://d-nb.info/gnd/118952757	http://de.wikipedia.org/wiki/Hubert_Beuve-M%C3%A9ry	34	1.13	4382	525
http://d-nb.info/gnd/107146045		0	0	0	0
http://d-nb.info/gnd/11863657X	http://de.wikipedia.org/wiki/Guido_Zernatto	149	4.97	5821	652
http://d-nb.info/gnd/137671458		0	0	0	0
http://d-nb.info/gnd/10645188X		0	0	0	0
http://d-nb.info/gnd/126694117		0	0	0	0
http://d-nb.info/gnd/119291029	http://de.wikipedia.org/wiki/Paul_Hirsch_%28Bibliophiler%29	60	2	6797	816
http://d-nb.info/gnd/117275646		0	0	0	0
http://d-nb.info/gnd/1022456326		0	0	0	0
http://d-nb.info/gnd/101396880		0	0	0	0
http://d-nb.info/gnd/118724126	http://de.wikipedia.org/wiki/Erich_Koch-Weser	392	13.07	8865	1001
http://d-nb.info/gnd/10145287X		0	0	0	0
http://d-nb.info/gnd/12173918X	http://de.wikipedia.org/wiki/Jakow_Arkadjewitsch_Jakowlew	33	1.1	1600	169
http://d-nb.info/gnd/129821985		0	0	0	0
http://d-nb.info/gnd/132725231	http://de.wikipedia.org/wiki/Wolfram_von_Hanstein	83	2.77	7946	944
http://d-nb.info/gnd/118574523	http://de.wikipedia.org/wiki/Ernst_Lothar	421	14.03	13769	1651
http://d-nb.info/gnd/127966722		0	0	0	0
http://d-nb.info/gnd/127077340		0	0	0	0
http://d-nb.info/gnd/142241156	http://de.wikipedia.org/wiki/Max_Kegel_%28Sozialdemokrat%29	74	2.47	10225	1240
http://d-nb.info/gnd/126754586		0	0	0	0
http://d-nb.info/gnd/108482375		0	0	0	0
http://d-nb.info/gnd/126411077	http://de.wikipedia.org/wiki/Wladimir_Pawlowitsch_Miljutin	44	1.47	1544	163
http://d-nb.info/gnd/11700443X		0	0	0	0
http://d-nb.info/gnd/126605122		0	0	0	0
http://d-nb.info/gnd/116577967	http://de.wikipedia.org/wiki/Kurt_Robitschek	108	3.6	1679	179
http://d-nb.info/gnd/126876223		0	0	0	0
http://d-nb.info/gnd/126481334		0	0	0	0
http://d-nb.info/gnd/118991051	http://de.wikipedia.org/wiki/Emil_Kirschmann	58	1.93	5219	607
http://d-nb.info/gnd/116351160	http://de.wikipedia.org/wiki/Victor_Curt_Habicht	44	1.47	4137	468
http://d-nb.info/gnd/136566421		0	0	0	0
http://d-nb.info/gnd/10182923X		0	0	0	0
http://d-nb.info/gnd/127587829		0	0	0	0
http://d-nb.info/gnd/126640939		0	0	0	0
http://d-nb.info/gnd/107146061		0	0	0	0
http://d-nb.info/gnd/102167443		0	0	0	0
http://d-nb.info/gnd/126694125		0	0	0	0
http://d-nb.info/gnd/118820370	http://de.wikipedia.org/wiki/Max_Winter	392	13.07	20704	2553
Union für Recht u. Freiheit, Prag		0	0	0	0
http://d-nb.info/gnd/119119315	http://de.wikipedia.org/wiki/Ber_Borochov	121	4.03	3955	483
http://d-nb.info/gnd/118860461	http://de.wikipedia.org/wiki/Andr%C3%A9_Philip	52	1.73	1815	207
http://d-nb.info/gnd/129734616		0	0	0	0
http://d-nb.info/gnd/11857194X	http://de.wikipedia.org/wiki/Michail_Jurjewitsch_Lermontow	1134	37.8	8733	1022
http://d-nb.info/gnd/119242982		0	0	0	0
http://d-nb.info/gnd/118500716	http://de.wikipedia.org/wiki/Max_Adler_%28Jurist%29	285	9.5	8537	965
http://d-nb.info/gnd/102213127		0	0	0	0
http://d-nb.info/gnd/129435260		0	0	0	0
http://d-nb.info/gnd/122354109	http://de.wikipedia.org/wiki/Karl_Pl%C3%A4ttner	92	3.07	10455	1302
http://d-nb.info/gnd/127374787		0	0	0	0
http://d-nb.info/gnd/118890476	http://de.wikipedia.org/wiki/Else_Kienle	90	3	16332	2210
http://d-nb.info/gnd/12125058X	http://de.wikipedia.org/wiki/Manabendra_Nath_Roy	142	4.73	6662	860
http://d-nb.info/gnd/118685570	http://de.wikipedia.org/wiki/Hanns_Heinz_Ewers	1147	38.23	43467	5603
http://d-nb.info/gnd/126200262		0	0	0	0
http://d-nb.info/gnd/128518111	http://de.wikipedia.org/wiki/Herbert_Reichstein	56	1.87	2554	269
http://d-nb.info/gnd/128362790		0	0	0	0
http://d-nb.info/gnd/101806574		0	0	0	0
http://d-nb.info/gnd/124295096		0	0	0	0
http://d-nb.info/gnd/133756149		0	0	0	0
http://d-nb.info/gnd/12641663X		0	0	0	0
http://d-nb.info/gnd/119367432	http://de.wikipedia.org/wiki/Hans_Kippenberger	225	7.5	8002	956
http://d-nb.info/gnd/126273685		0	0	0	0
http://d-nb.info/gnd/142534692		0	0	0	0
http://d-nb.info/gnd/117397032	http://de.wikipedia.org/wiki/Robert_Schweichel	38	1.27	7592	829
http://d-nb.info/gnd/119429764		0	0	0	0
http://d-nb.info/gnd/141944285	http://de.wikipedia.org/wiki/Pierre_van_Paassen	25	0.83	7432	916
http://d-nb.info/gnd/109534190		0	0	0	0
http://d-nb.info/gnd/118673629	http://de.wikipedia.org/wiki/Julius_Braunthal	100	3.33	2927	313
http://d-nb.info/gnd/116099607	http://de.wikipedia.org/wiki/Lilly_Becher	216	7.2	3609	406
http://d-nb.info/gnd/11620513x		0	0	0	0
http://d-nb.info/gnd/126674817		0	0	0	0
http://d-nb.info/gnd/117095176		0	0	0	0
http://d-nb.info/gnd/126525161		0	0	0	0
http://d-nb.info/gnd/138471193		0	0	0	0
http://d-nb.info/gnd/126909881		0	0	0	0
http://d-nb.info/gnd/107375265		0	0	0	0
http://d-nb.info/gnd/111269024		0	0	0	0
http://d-nb.info/gnd/100648525		0	0	0	0
http://d-nb.info/gnd/118698540	http://de.wikipedia.org/wiki/Peter_Grund	93	3.1	8771	980
http://d-nb.info/gnd/126737819		0	0	0	0
http://d-nb.info/gnd/125994206		0	0	0	0
http://d-nb.info/gnd/119240386		0	0	0	0
http://d-nb.info/gnd/118566636	http://de.wikipedia.org/wiki/Ernst_Krenek	914	30.47	13912	1581
http://d-nb.info/gnd/105965057		0	0	0	0
http://d-nb.info/gnd/10657728X		0	0	0	0
http://d-nb.info/gnd/118637061	http://de.wikipedia.org/wiki/Hedda_Zinner	449	14.97	5145	546
Buchdruckwerkstätte, Berlin		0	0	0	0
http://d-nb.info/gnd/119037572	http://de.wikipedia.org/wiki/Karl_Hans_Strobl	218	7.27	10854	1238
Krofta, Kamil		0	0	0	0
http://d-nb.info/gnd/126635374		0	0	0	0
http://d-nb.info/gnd/12622062X		0	0	0	0
http://d-nb.info/gnd/126548463		0	0	0	0
http://d-nb.info/gnd/102234108		0	0	0	0
http://d-nb.info/gnd/124889875		0	0	0	0
http://d-nb.info/gnd/118625527	http://de.wikipedia.org/wiki/Fritz_von_Unruh	441	14.7	12268	1445
http://d-nb.info/gnd/101841779		0	0	0	0
http://d-nb.info/gnd/125493118		0	0	0	0
http://d-nb.info/gnd/12643848X		0	0	0	0
http://d-nb.info/gnd/10170691X		0	0	0	0
http://d-nb.info/gnd/116038365	http://de.wikipedia.org/wiki/Paul_Kampffmeyer	82	2.73	10330	1156
http://d-nb.info/gnd/118606816	http://de.wikipedia.org/wiki/Paul_Scheerbart	625	20.83	13916	1593
http://d-nb.info/gnd/102064334		0	0	0	0
http://d-nb.info/gnd/10156144x		0	0	0	0
http://d-nb.info/gnd/117179183	http://de.wikipedia.org/wiki/Kurt_M%C3%BCnzer	234	7.8	5739	652
http://d-nb.info/gnd/12661833X		0	0	0	0
http://d-nb.info/gnd/127769749		0	0	0	0
http://d-nb.info/gnd/105732958		0	0	0	0
http://d-nb.info/gnd/118571990	http://de.wikipedia.org/wiki/Alexander_Lernet-Holenia	603	20.1	13803	1653
http://d-nb.info/gnd/118796461	http://de.wikipedia.org/wiki/Martin_Beradt	136	4.53	9209	1113
http://d-nb.info/gnd/119056569	http://de.wikipedia.org/wiki/Wilhelmine_Schr%C3%B6der-Devrient	272	9.07	7566	940
http://d-nb.info/gnd/119234173	http://de.wikipedia.org/wiki/Max_Mohr_%28Schriftsteller%29	121	4.03	4605	555
http://d-nb.info/gnd/101606869		0	0	0	0
http://d-nb.info/gnd/100803687		0	0	0	0
http://d-nb.info/gnd/116260793		0	0	0	0
http://d-nb.info/gnd/100805124		0	0	0	0
http://d-nb.info/gnd/127372660		0	0	0	0
http://d-nb.info/gnd/122666038		0	0	0	0
http://d-nb.info/gnd/101831226		0	0	0	0
http://d-nb.info/gnd/122785827	http://de.wikipedia.org/wiki/Eugen_Fischer-Baling	91	3.03	11018	1300
http://d-nb.info/gnd/120999277	http://de.wikipedia.org/wiki/Jacob_Walcher	216	7.2	9000	1072
http://d-nb.info/gnd/13723953X		0	0	0	0
http://d-nb.info/gnd/107613263		0	0	0	0
http://d-nb.info/gnd/118594206	http://de.wikipedia.org/wiki/Pablo_Picasso	29757	991.9	137397	18035
http://d-nb.info/gnd/116287128	http://de.wikipedia.org/wiki/Rudolf_Allers	80	2.67	3756	410
http://d-nb.info/gnd/118606808	http://de.wikipedia.org/wiki/Maximilian_Scheer	104	3.47	6875	792
http://d-nb.info/gnd/107590247		0	0	0	0
Schitomirski, ...		0	0	0	0
http://d-nb.info/gnd/126360286		0	0	0	0
Gruppe DAS, Deutsche Anarcho-Syndikalisten		0	0	0	0
http://d-nb.info/gnd/14207652X	http://de.wikipedia.org/wiki/Werner_Zimmermann	756	25.2	7428	841
http://d-nb.info/gnd/127003444		0	0	0	0
http://d-nb.info/gnd/106602578		0	0	0	0
http://d-nb.info/gnd/11883276x		0	0	0	0
http://d-nb.info/gnd/117158720	http://de.wikipedia.org/wiki/Franz_Osterroth	40	1.33	5441	624
http://d-nb.info/gnd/1049906659		0	0	0	0
http://d-nb.info/gnd/130122750	http://de.wikipedia.org/wiki/Richard_Fischer_%28Schriftsteller%29	31	1.03	3096	334
http://d-nb.info/gnd/116588764		0	0	0	0
http://d-nb.info/gnd/123546915	http://de.wikipedia.org/wiki/Hans_Vogel	324	10.8	5636	679
http://d-nb.info/gnd/126697566		0	0	0	0
http://d-nb.info/gnd/118553615	http://de.wikipedia.org/wiki/Max_Horkheimer	3294	109.8	16907	1968
http://d-nb.info/gnd/117276871	http://de.wikipedia.org/wiki/Maurice_Reinhold_von_Stern	46	1.53	3874	446
http://d-nb.info/gnd/118607928	http://de.wikipedia.org/wiki/Adolf_Schlatter	537	17.9	69180	8796
http://d-nb.info/gnd/11150418x		0	0	0	0
http://d-nb.info/gnd/12689986X		0	0	0	0
http://d-nb.info/gnd/100621112		0	0	0	0
http://d-nb.info/gnd/101542771		0	0	0	0
http://d-nb.info/gnd/116425725	http://de.wikipedia.org/wiki/Alfred_Einstein	514	17.13	14440	1742
http://d-nb.info/gnd/107141019	http://de.wikipedia.org/wiki/Karl_Anton_Rohan	130	4.33	4704	518
http://d-nb.info/gnd/124349714	http://de.wikipedia.org/wiki/Salomon_Grumbach	231	7.7	19085	2293
http://d-nb.info/gnd/101806523		0	0	0	0
http://d-nb.info/gnd/127299289		0	0	0	0
http://d-nb.info/gnd/119317443	http://de.wikipedia.org/wiki/Theodor_Balk	116	3.87	3788	431
http://d-nb.info/gnd/119321211	http://de.wikipedia.org/wiki/Kurt_Grossmann	127	4.23	5492	630
http://d-nb.info/gnd/126398399		0	0	0	0
http://d-nb.info/gnd/126030448		0	0	0	0
http://d-nb.info/gnd/102777055		0	0	0	0
http://d-nb.info/gnd/121034569		0	0	0	0
http://d-nb.info/gnd/118505955	http://de.wikipedia.org/wiki/Hermann_Bahr	1645	54.83	35265	4356
http://d-nb.info/gnd/102771693		0	0	0	0
http://d-nb.info/gnd/101154755		0	0	0	0
http://d-nb.info/gnd/101711875		0	0	0	0
http://d-nb.info/gnd/11622505X		0	0	0	0
http://d-nb.info/gnd/11705139X	http://de.wikipedia.org/wiki/Carl_Misch	33	1.1	5196	595
http://d-nb.info/gnd/1043811184		0	0	0	0
http://d-nb.info/gnd/100239811		0	0	0	0
http://d-nb.info/gnd/11626490X	http://de.wikipedia.org/wiki/Friedrich_Pollock	433	14.43	7291	818
http://d-nb.info/gnd/141219327		0	0	0	0
http://d-nb.info/gnd/118757334	http://de.wikipedia.org/wiki/Maurice_Thorez	238	7.93	9236	1143
http://d-nb.info/gnd/13088555X	http://de.wikipedia.org/wiki/Octave_Uzanne	69	2.3	8242	1021
http://d-nb.info/gnd/118587153	http://de.wikipedia.org/wiki/Theodor_Neubauer	343	11.43	9645	1115
http://d-nb.info/gnd/100832652		0	0	0	0
http://d-nb.info/gnd/116671343	http://de.wikipedia.org/wiki/Hermann_Rudolph_%28Theosoph%29	35	1.17	2414	279
http://d-nb.info/gnd/101218281		0	0	0	0
http://d-nb.info/gnd/140257500	http://de.wikipedia.org/wiki/Fritz_Wildung	63	2.1	5847	721
http://d-nb.info/gnd/118666185	http://de.wikipedia.org/wiki/Georgi_Wassiljewitsch_Tschitscherin	386	12.87	4959	546
http://d-nb.info/gnd/118630458	http://de.wikipedia.org/wiki/Ernst_Wei%C3%9F_%28Schriftsteller%29	590	19.67	9427	1145
http://d-nb.info/gnd/126595348		0	0	0	0
http://d-nb.info/gnd/126763712		0	0	0	0
http://d-nb.info/gnd/101638450	http://de.wikipedia.org/wiki/Hermann_Flei%C3%9Fner	62	2.07	5736	662
http://d-nb.info/gnd/117250929		0	0	0	0
http://d-nb.info/gnd/101129955		0	0	0	0
http://d-nb.info/gnd/126412898		0	0	0	0
http://d-nb.info/gnd/116762462	http://de.wikipedia.org/wiki/Robert_Saitschick	36	1.2	3379	401
http://d-nb.info/gnd/118575627	http://de.wikipedia.org/wiki/Joachim_Maass	169	5.63	6034	727
http://d-nb.info/gnd/103882510		0	0	0	0
http://d-nb.info/gnd/118770950	http://de.wikipedia.org/wiki/Herwarth_Walden	796	26.53	11319	1332
http://d-nb.info/gnd/10264487X		0	0	0	0
http://d-nb.info/gnd/126144974		0	0	0	0
http://d-nb.info/gnd/127265430		0	0	0	0
http://d-nb.info/gnd/104823666		0	0	0	0
http://d-nb.info/gnd/127312110		0	0	0	0
http://d-nb.info/gnd/101615361		0	0	0	0
http://d-nb.info/gnd/101109008		0	0	0	0
http://d-nb.info/gnd/11857275X	http://de.wikipedia.org/wiki/Karl_Liebknecht	5678	189.27	60325	7481
http://d-nb.info/gnd/126033137		0	0	0	0
http://d-nb.info/gnd/118547143	http://de.wikipedia.org/wiki/Raoul_Hausmann	1065	35.5	9190	1080
http://d-nb.info/gnd/118572768	http://de.wikipedia.org/wiki/Wilhelm_Liebknecht	1985	66.17	68106	8152
http://d-nb.info/gnd/116571284	http://de.wikipedia.org/wiki/Werner_Hegemann	289	9.63	22571	2708
http://d-nb.info/gnd/118631179	http://de.wikipedia.org/wiki/Hermann_Wendel	105	3.5	5159	574
http://d-nb.info/gnd/118658735	http://de.wikipedia.org/wiki/Petr_Bezru%C4%8D	93	3.1	3789	432
http://d-nb.info/gnd/126426562		0	0	0	0
http://d-nb.info/gnd/1034088831		0	0	0	0
http://d-nb.info/gnd/126715211		0	0	0	0
http://d-nb.info/gnd/107978954		0	0	0	0
http://d-nb.info/gnd/102366551		0	0	0	0
