Panin, Ivan	http://d-nb.info/gnd/107659220, http://d-nb.info/gnd/179223984
Sachse, Willy Richard	
Grusius, A.	http://d-nb.info/gnd/126448086
Moeller, Oskar M.	
Guenther, Fritz	http://d-nb.info/gnd/101184263, http://d-nb.info/gnd/126452709
Warburg, Fritz	http://d-nb.info/gnd/127814663, http://d-nb.info/gnd/159690757, http://d-nb.info/gnd/1033902799
Gerwig, Herbert	http://d-nb.info/gnd/125518161, http://d-nb.info/gnd/136951627
Wilke, Karl	http://d-nb.info/gnd/107597624, http://d-nb.info/gnd/126634092, http://d-nb.info/gnd/13086062X, http://d-nb.info/gnd/130860638, http://d-nb.info/gnd/130860646, http://d-nb.info/gnd/130860689, http://d-nb.info/gnd/1038165873, http://d-nb.info/gnd/1043862196
Oppenheimer, Eugen H.	http://d-nb.info/gnd/102774250
Wagner, J.	http://d-nb.info/gnd/100668704, http://d-nb.info/gnd/103643567, http://d-nb.info/gnd/10500894X, http://d-nb.info/gnd/107659972, http://d-nb.info/gnd/123741327, http://d-nb.info/gnd/124306322, http://d-nb.info/gnd/129798215, http://d-nb.info/gnd/129807362, http://d-nb.info/gnd/132335859, http://d-nb.info/gnd/134601025, http://d-nb.info/gnd/137523025, http://d-nb.info/gnd/142144673, http://d-nb.info/gnd/1016017537, http://d-nb.info/gnd/1017985405
Scharcherl, Franz	
Rosenberg, J.	http://d-nb.info/gnd/127913637, http://d-nb.info/gnd/131005359, http://d-nb.info/gnd/131721461, http://d-nb.info/gnd/170465683
Marx, Karl	http://d-nb.info/gnd/115672982, http://d-nb.info/gnd/116814357, http://d-nb.info/gnd/118578537, http://d-nb.info/gnd/118578545, http://d-nb.info/gnd/118731521, http://d-nb.info/gnd/121422208, http://d-nb.info/gnd/128922400, http://d-nb.info/gnd/131803646, http://d-nb.info/gnd/139602496, http://d-nb.info/gnd/141689390, http://d-nb.info/gnd/101228607X, http://d-nb.info/gnd/101877520X, http://d-nb.info/gnd/1030357854
Pechacek, Josef	http://d-nb.info/gnd/126802947, http://d-nb.info/gnd/1045508012
Fritz, Wilhelm	http://d-nb.info/gnd/103891420, http://d-nb.info/gnd/116825987, http://d-nb.info/gnd/122985605, http://d-nb.info/gnd/134378830, http://d-nb.info/gnd/170234681, http://d-nb.info/gnd/1012264742
Prokosch, Frederik	
Plechanov, Georgij Valentinovi??	
Friedrich, G.	http://d-nb.info/gnd/10170691X, http://d-nb.info/gnd/103886230, http://d-nb.info/gnd/105008281, http://d-nb.info/gnd/105123625, http://d-nb.info/gnd/115577440, http://d-nb.info/gnd/116795646, http://d-nb.info/gnd/121972038, http://d-nb.info/gnd/129015059, http://d-nb.info/gnd/135984890, http://d-nb.info/gnd/174044119, http://d-nb.info/gnd/174101333, http://d-nb.info/gnd/184559995
Barbusse, Henri	http://d-nb.info/gnd/11850651X, http://d-nb.info/gnd/15963556X
Mussard, Jean	http://d-nb.info/gnd/107631873
Blondel, Georges	http://d-nb.info/gnd/11620429X
Volpi, Maria 	
Pinner, Felix	http://d-nb.info/gnd/101154895, http://d-nb.info/gnd/116188758
Beria, L.	http://d-nb.info/gnd/118509586
Bodinus, Fritz	http://d-nb.info/gnd/104871261
Krotsch, Franz	http://d-nb.info/gnd/126334218, http://d-nb.info/gnd/174233469
Pantelejew, L.	http://d-nb.info/gnd/119045338, http://d-nb.info/gnd/16022800X, http://d-nb.info/gnd/182489809, http://d-nb.info/gnd/182843203
Rodenberg, Elisabeth	
Wagner, Richard	http://d-nb.info/gnd/115630058, http://d-nb.info/gnd/117103829, http://d-nb.info/gnd/117103845, http://d-nb.info/gnd/117103861, http://d-nb.info/gnd/11710387X, http://d-nb.info/gnd/118594117, http://d-nb.info/gnd/122311825, http://d-nb.info/gnd/122541332, http://d-nb.info/gnd/124428800, http://d-nb.info/gnd/128909358, http://d-nb.info/gnd/129262226, http://d-nb.info/gnd/129262374, http://d-nb.info/gnd/130410713, http://d-nb.info/gnd/131454633, http://d-nb.info/gnd/131539752, http://d-nb.info/gnd/131539825, http://d-nb.info/gnd/131539906, http://d-nb.info/gnd/131539957, http://d-nb.info/gnd/13153999X, http://d-nb.info/gnd/131540122, http://d-nb.info/gnd/131540149, http://d-nb.info/gnd/131540211, http://d-nb.info/gnd/131540637, http://d-nb.info/gnd/131540939, http://d-nb.info/gnd/131556843, http://d-nb.info/gnd/131921215, http://d-nb.info/gnd/13192141X, http://d-nb.info/gnd/131921479, http://d-nb.info/gnd/131921797, http://d-nb.info/gnd/13192186X, http://d-nb.info/gnd/131921959, http://d-nb.info/gnd/131922033, http://d-nb.info/gnd/131922211, http://d-nb.info/gnd/133646912, http://d-nb.info/gnd/13395658X, http://d-nb.info/gnd/134077008, http://d-nb.info/gnd/140005668, http://d-nb.info/gnd/173973760, http://d-nb.info/gnd/174167571, http://d-nb.info/gnd/188464360, http://d-nb.info/gnd/1019321881, http://d-nb.info/gnd/1025395867, http://d-nb.info/gnd/1025438035, http://d-nb.info/gnd/1025438957, http://d-nb.info/gnd/1025439198, http://d-nb.info/gnd/1025439384, http://d-nb.info/gnd/1025442350, http://d-nb.info/gnd/1025453972, http://d-nb.info/gnd/1025454634, http://d-nb.info/gnd/1025455177, http://d-nb.info/gnd/1025455398, http://d-nb.info/gnd/1025455614, http://d-nb.info/gnd/102545569X, http://d-nb.info/gnd/102548987X, http://d-nb.info/gnd/1025495586, http://d-nb.info/gnd/1042574693, http://d-nb.info/gnd/1046696874
Le Bourgeois, Ferdinand	http://d-nb.info/gnd/105371777
Trautmann, Reinhold	http://d-nb.info/gnd/118760750, http://d-nb.info/gnd/177740019
Spinner, Jakob Richard	http://d-nb.info/gnd/178402443
Emko, 	
Siber, Karl	http://d-nb.info/gnd/11746533X, http://d-nb.info/gnd/182571114
Grossmann, Kurt	http://d-nb.info/gnd/108620719, http://d-nb.info/gnd/119321211
Krivitsky, W. G.	http://d-nb.info/gnd/119133520
Becher, Georg	http://d-nb.info/gnd/108627845, http://d-nb.info/gnd/174057695, http://d-nb.info/gnd/1018956735, http://d-nb.info/gnd/1037524160
Nauta, Rudolf	http://d-nb.info/gnd/12658835X, http://d-nb.info/gnd/182060195
Netzband, Georg	http://d-nb.info/gnd/106802712, http://d-nb.info/gnd/116944889
Lennhoff, Eugen	http://d-nb.info/gnd/116908777, http://d-nb.info/gnd/176411399
Ameringer, Oskar	http://d-nb.info/gnd/130826081, http://d-nb.info/gnd/174691432
Márai, Sandor	
Tesarek, Anton	http://d-nb.info/gnd/124791948, http://d-nb.info/gnd/177708409
Heyn, Walther	http://d-nb.info/gnd/101417136
Zikel, Heinz	http://d-nb.info/gnd/102744211, http://d-nb.info/gnd/117597554
Oppenheimer, Max	http://d-nb.info/gnd/105699195, http://d-nb.info/gnd/11859009X, http://d-nb.info/gnd/118736426, http://d-nb.info/gnd/1012559467, http://d-nb.info/gnd/1012801381, http://d-nb.info/gnd/1035108097
Haenisch, Konrad	http://d-nb.info/gnd/118544519, http://d-nb.info/gnd/128772352, http://d-nb.info/gnd/136755771, http://d-nb.info/gnd/159100151
Pasley, Fred D.	http://d-nb.info/gnd/127151036
Sang, Alfred	http://d-nb.info/gnd/12690409X, http://d-nb.info/gnd/183132696
Hammann, Otto	http://d-nb.info/gnd/116440708, http://d-nb.info/gnd/175818304
Schuhmacher, Ernst	http://d-nb.info/gnd/154743569
Glauser, Friedrich	http://d-nb.info/gnd/11853971X, http://d-nb.info/gnd/18757765X
Hickethier, Kurt	http://d-nb.info/gnd/123644224, http://d-nb.info/gnd/130891673
Wardin, Iwan	http://d-nb.info/gnd/126906750
Wolters, Albert	http://d-nb.info/gnd/105423939
Schneider, Albert	http://d-nb.info/gnd/101361351, http://d-nb.info/gnd/116822651, http://d-nb.info/gnd/11682266X, http://d-nb.info/gnd/11772436X, http://d-nb.info/gnd/119058006, http://d-nb.info/gnd/133236366, http://d-nb.info/gnd/133624935, http://d-nb.info/gnd/133867544, http://d-nb.info/gnd/133867560, http://d-nb.info/gnd/133867617, http://d-nb.info/gnd/13508217X, http://d-nb.info/gnd/140348999, http://d-nb.info/gnd/173488102, http://d-nb.info/gnd/173796141, http://d-nb.info/gnd/1029300690, http://d-nb.info/gnd/1029383766, http://d-nb.info/gnd/1033446998, http://d-nb.info/gnd/1033986720, http://d-nb.info/gnd/1037540182, http://d-nb.info/gnd/1041285736, http://d-nb.info/gnd/1042907358
Weidle, Wladimir	http://d-nb.info/gnd/183423798
Rotach, Robert	http://d-nb.info/gnd/126858020
Goettler, Heinrich	
Reuß, Josef Maria	
Nippold, Otfried	http://d-nb.info/gnd/117022020, http://d-nb.info/gnd/176844899
Heller, Artur	
Simon, Jacob	http://d-nb.info/gnd/102599319, http://d-nb.info/gnd/136159850, http://d-nb.info/gnd/138871701, http://d-nb.info/gnd/17408773X, http://d-nb.info/gnd/188391681, http://d-nb.info/gnd/1019585196
Bubnow, A.	http://d-nb.info/gnd/121672204, http://d-nb.info/gnd/180514334
Ira, Iris	http://d-nb.info/gnd/126521964
Lehmann, Lotte	http://d-nb.info/gnd/118727176, http://d-nb.info/gnd/138802254
Deutsch, Regine	http://d-nb.info/gnd/117633224, http://d-nb.info/gnd/175292124
Buerger, Friedrich	http://d-nb.info/gnd/160319757
Striemer, Alfred	http://d-nb.info/gnd/10161425X
Crébillon, Claude Pr. J. de	
Lange, Ernst	http://d-nb.info/gnd/100610242, http://d-nb.info/gnd/104160071, http://d-nb.info/gnd/116688483, http://d-nb.info/gnd/117699802, http://d-nb.info/gnd/118827790, http://d-nb.info/gnd/124676057, http://d-nb.info/gnd/13642399X, http://d-nb.info/gnd/139612424, http://d-nb.info/gnd/154932558, http://d-nb.info/gnd/1022648330, http://d-nb.info/gnd/1025707311, http://d-nb.info/gnd/1034938223
Rosenberger, Erwin	http://d-nb.info/gnd/126855870
Vries, Theun de	http://d-nb.info/gnd/121938034, http://d-nb.info/gnd/16051388X, http://d-nb.info/gnd/186037082
Issberner-Haldane, Ernest	http://d-nb.info/gnd/12071664X, http://d-nb.info/gnd/159111625
Kaehnert, Maria Elisabeth	
Erdeli, W. S.	http://d-nb.info/gnd/126972443
Wirtz, Hans	http://d-nb.info/gnd/118769499, http://d-nb.info/gnd/120121425, http://d-nb.info/gnd/139356371
Vagts, Alfred Hermann Friedrich	http://d-nb.info/gnd/117324981
Groddeck, Georg	http://d-nb.info/gnd/118697927, http://d-nb.info/gnd/1014926920
Koebel, Eberhard	http://d-nb.info/gnd/157698769
Arnold, Karl	http://d-nb.info/gnd/10208677X, http://d-nb.info/gnd/11635044X, http://d-nb.info/gnd/116350466, http://d-nb.info/gnd/118504266, http://d-nb.info/gnd/118650394, http://d-nb.info/gnd/118849735, http://d-nb.info/gnd/119140802, http://d-nb.info/gnd/119140802, http://d-nb.info/gnd/130445967, http://d-nb.info/gnd/130579114, http://d-nb.info/gnd/13546806X, http://d-nb.info/gnd/135718627, http://d-nb.info/gnd/13614280X, http://d-nb.info/gnd/1022245775, http://d-nb.info/gnd/1031678131, http://d-nb.info/gnd/1031679316, http://d-nb.info/gnd/1031680225
Reinhard, Wilhelm	http://d-nb.info/gnd/100393853, http://d-nb.info/gnd/116420006, http://d-nb.info/gnd/116420030, http://d-nb.info/gnd/1012296105, http://d-nb.info/gnd/1020251433
Flake, Otto	http://d-nb.info/gnd/118533665, http://d-nb.info/gnd/188271295
Bredel, Willi	http://d-nb.info/gnd/118514776, http://d-nb.info/gnd/174910541
Iversen, G. 	
Sturmthal, Adolf	http://d-nb.info/gnd/117364444, http://d-nb.info/gnd/118857711, http://d-nb.info/gnd/170018199, http://d-nb.info/gnd/177506822
Kornitzer, Kitty	http://d-nb.info/gnd/12696419X
Klemm, Hans	http://d-nb.info/gnd/115585494, http://d-nb.info/gnd/116222026, http://d-nb.info/gnd/121425738, http://d-nb.info/gnd/129254304, http://d-nb.info/gnd/170184498, http://d-nb.info/gnd/173152406
Vogler, M.	http://d-nb.info/gnd/185716512
Wilke, Joh. Hermann	http://d-nb.info/gnd/12732867X, http://d-nb.info/gnd/102242050X
Becher, Ulrich	http://d-nb.info/gnd/118507958, http://d-nb.info/gnd/120104539
Schlagzu, Michel	http://d-nb.info/gnd/126783691, http://d-nb.info/gnd/18356605X
Weisenborn, Günter	
Jaeckh, Gustav	http://d-nb.info/gnd/127133194, http://d-nb.info/gnd/136317693
Jacobsen, Otto	http://d-nb.info/gnd/107479311, http://d-nb.info/gnd/117047163
Tichauer, Theodor	http://d-nb.info/gnd/102682798, http://d-nb.info/gnd/1046479326
Gast, Emil	http://d-nb.info/gnd/126179948
Krawc, Bjarnat	http://d-nb.info/gnd/120961717
Paillot, Fortuné	
Baudrillart, Alfred 	
Wohlgemuth, Alexius	http://d-nb.info/gnd/155769960, http://d-nb.info/gnd/1024641309
Kurt, Robert	http://d-nb.info/gnd/102638446, http://d-nb.info/gnd/1041865147
Gimani, Emando	
Eulenburg, Franz	http://d-nb.info/gnd/118682644, http://d-nb.info/gnd/130935050
Efross, A.	http://d-nb.info/gnd/127537481
Reist, Werner	http://d-nb.info/gnd/116431946, http://d-nb.info/gnd/179825178
Rhodes, Fernand	http://d-nb.info/gnd/127841695
Seber, Max	http://d-nb.info/gnd/101814542, http://d-nb.info/gnd/143425358
Weissin, Franz	http://d-nb.info/gnd/127301399, http://d-nb.info/gnd/183574508
Ali-Czeh, 	
Dietrich, Christoff	http://d-nb.info/gnd/102604789
Daszynski, S.	http://d-nb.info/gnd/12747711X, http://d-nb.info/gnd/180721410
Konradin, 	
Otto, Ernst	http://d-nb.info/gnd/101467745, http://d-nb.info/gnd/117171565, http://d-nb.info/gnd/117171573, http://d-nb.info/gnd/117607479, http://d-nb.info/gnd/138024251, http://d-nb.info/gnd/1019849355, http://d-nb.info/gnd/1027107605, http://d-nb.info/gnd/1033076821
Kabel, Walter	http://d-nb.info/gnd/134421272, http://d-nb.info/gnd/181763869
Eggert, Wilhelm	http://d-nb.info/gnd/125159560, http://d-nb.info/gnd/133566587, http://d-nb.info/gnd/13879622X
Saitschick, Robert	http://d-nb.info/gnd/116762462, http://d-nb.info/gnd/160248051
Thormann, Werner E.	http://d-nb.info/gnd/11735354X, http://d-nb.info/gnd/177720255
Alpari, J.	http://d-nb.info/gnd/126419957
Sawinkow, Boris	http://d-nb.info/gnd/118804855
Gehrig, Emmy	http://d-nb.info/gnd/105699608, http://d-nb.info/gnd/116493933
Maximilian, Josef	http://d-nb.info/gnd/126588988
Chaim, Ben	http://d-nb.info/gnd/111531942, http://d-nb.info/gnd/153562986
Buk, Pierre	http://d-nb.info/gnd/118630423, http://d-nb.info/gnd/127948856, http://d-nb.info/gnd/18052299X
Warnorff, J. S.	
Koestenberger, Rudolf	http://d-nb.info/gnd/178444057
Lipman, Nathan	http://d-nb.info/gnd/126479801
Kolb, Karl	http://d-nb.info/gnd/102166099, http://d-nb.info/gnd/106118900, http://d-nb.info/gnd/106118927, http://d-nb.info/gnd/116310987, http://d-nb.info/gnd/124203523, http://d-nb.info/gnd/129805920, http://d-nb.info/gnd/134677994, http://d-nb.info/gnd/140280685, http://d-nb.info/gnd/1012402959
Wenzel, Fritz	http://d-nb.info/gnd/102036063, http://d-nb.info/gnd/117295027, http://d-nb.info/gnd/136392903, http://d-nb.info/gnd/136585930, http://d-nb.info/gnd/141674601, http://d-nb.info/gnd/1020395303, http://d-nb.info/gnd/1036534545
Wecker, Fritz	http://d-nb.info/gnd/10211126X
Forster, Peter	http://d-nb.info/gnd/108008916, http://d-nb.info/gnd/115792112, http://d-nb.info/gnd/118042696, http://d-nb.info/gnd/118567462, http://d-nb.info/gnd/133548430, http://d-nb.info/gnd/136652840, http://d-nb.info/gnd/188388850, http://d-nb.info/gnd/1037755480
Scharrer, Adam	http://d-nb.info/gnd/118754114, http://d-nb.info/gnd/130129348, http://d-nb.info/gnd/160079675
Fiebig, Paul	http://d-nb.info/gnd/101876963, http://d-nb.info/gnd/116499087, http://d-nb.info/gnd/17405243X, http://d-nb.info/gnd/1031444033
Eckstein, Gustav	http://d-nb.info/gnd/101214995, http://d-nb.info/gnd/132263807, http://d-nb.info/gnd/175457328, http://d-nb.info/gnd/179891553
Dehmel, Heinrich	http://d-nb.info/gnd/101872224, http://d-nb.info/gnd/116054484
Zeyer, Julius	http://d-nb.info/gnd/118808435, http://d-nb.info/gnd/186445342
Fedenko, Penas	http://d-nb.info/gnd/126278792
Novicow, Jacques	http://d-nb.info/gnd/131955969, http://d-nb.info/gnd/152399666, http://d-nb.info/gnd/154042420, http://d-nb.info/gnd/17685438X
Elbogen, Ismar	http://d-nb.info/gnd/116446706, http://d-nb.info/gnd/185813860
Machard, Raymonde	http://d-nb.info/gnd/126564396
Gudmundsson, Kristmann	http://d-nb.info/gnd/105751596, http://d-nb.info/gnd/135816564, http://d-nb.info/gnd/186783965
Dekker, Maurits	http://d-nb.info/gnd/105257400
Kent, Madeleine	http://d-nb.info/gnd/154744700
Kraus, Karl	http://d-nb.info/gnd/102123926, http://d-nb.info/gnd/116388420, http://d-nb.info/gnd/116388528, http://d-nb.info/gnd/116412984, http://d-nb.info/gnd/118037161, http://d-nb.info/gnd/118566288, http://d-nb.info/gnd/122741935, http://d-nb.info/gnd/12891176X, http://d-nb.info/gnd/130359718, http://d-nb.info/gnd/130366358, http://d-nb.info/gnd/135517656, http://d-nb.info/gnd/13783053X, http://d-nb.info/gnd/137869630, http://d-nb.info/gnd/137870124, http://d-nb.info/gnd/173911773, http://d-nb.info/gnd/18834618X, http://d-nb.info/gnd/1012714357, http://d-nb.info/gnd/1038442680
Seidler, Stella	http://d-nb.info/gnd/126599866
Waltz, Max	
Koch, Josef	http://d-nb.info/gnd/102120005, http://d-nb.info/gnd/116272635, http://d-nb.info/gnd/116272651, http://d-nb.info/gnd/117527416, http://d-nb.info/gnd/118724010, http://d-nb.info/gnd/129588245, http://d-nb.info/gnd/129761443, http://d-nb.info/gnd/136108393, http://d-nb.info/gnd/13872038X, http://d-nb.info/gnd/142026093, http://d-nb.info/gnd/173548830, http://d-nb.info/gnd/174231458, http://d-nb.info/gnd/189482222, http://d-nb.info/gnd/1025062663, http://d-nb.info/gnd/103778619X, http://d-nb.info/gnd/1044476907
Hemingway, Ernest	http://d-nb.info/gnd/118549030
Rupp, Rupert	http://d-nb.info/gnd/10161747X, http://d-nb.info/gnd/116749679
Fischer, Oskar	http://d-nb.info/gnd/101693753, http://d-nb.info/gnd/116560886, http://d-nb.info/gnd/116560967, http://d-nb.info/gnd/13312276X, http://d-nb.info/gnd/133717038, http://d-nb.info/gnd/13541816X, http://d-nb.info/gnd/137456603, http://d-nb.info/gnd/1012803295, http://d-nb.info/gnd/1017704260, http://d-nb.info/gnd/1017717974, http://d-nb.info/gnd/1020923490
Boutet, Frédéric	
Uhse, Bodo	http://d-nb.info/gnd/118625152, http://d-nb.info/gnd/187957975
Schreiber, Andreas	http://d-nb.info/gnd/104306785, http://d-nb.info/gnd/111680077, http://d-nb.info/gnd/123962730, http://d-nb.info/gnd/12886947X, http://d-nb.info/gnd/130232939, http://d-nb.info/gnd/130521345, http://d-nb.info/gnd/138351015, http://d-nb.info/gnd/170778878, http://d-nb.info/gnd/1018633995, http://d-nb.info/gnd/1026531187, http://d-nb.info/gnd/102742970X, http://d-nb.info/gnd/1043298223, http://d-nb.info/gnd/1044663057
Moebus, Willy	
Prokofjew, W. W.	
Grotjahn, Alfred	http://d-nb.info/gnd/118542710, http://d-nb.info/gnd/175695776
Krueger, Franz	http://d-nb.info/gnd/11872469X
Golding, Louis	http://d-nb.info/gnd/102717532, http://d-nb.info/gnd/160365503
Sebottendorff, Rudolf von	http://d-nb.info/gnd/129960411, http://d-nb.info/gnd/17240200X
Valayer, Paul	http://d-nb.info/gnd/12781101X, http://d-nb.info/gnd/181704501
Busch, Fritz Otto	http://d-nb.info/gnd/115764968, http://d-nb.info/gnd/131033689
Gellert, Kurt	http://d-nb.info/gnd/133160149
Heller, Leo	http://d-nb.info/gnd/102231176, http://d-nb.info/gnd/116686707
Maria, Jaroslav	http://d-nb.info/gnd/117167908, http://d-nb.info/gnd/128267909, http://d-nb.info/gnd/154975710, http://d-nb.info/gnd/1021155152
Strachota, Josef	http://d-nb.info/gnd/126985383
Gasiorowski, Waclaw	
Schäfer, M.	
Sternberg, Fritz	http://d-nb.info/gnd/118617923, http://d-nb.info/gnd/129688568, http://d-nb.info/gnd/15921159X
Schiebold, Rolf	http://d-nb.info/gnd/102140782
Klose, Fritz	http://d-nb.info/gnd/101224079
Gauch, Hermann	http://d-nb.info/gnd/119325799, http://d-nb.info/gnd/181124130
Koester, Karl	http://d-nb.info/gnd/116304391, http://d-nb.info/gnd/102622778X
Borstendoerfer, Adolf Karl Emil	
Heimann, Eduard	http://d-nb.info/gnd/118547925, http://d-nb.info/gnd/135689309, http://d-nb.info/gnd/159628059
Schoeler, Hermann	
Koslow, F. F.	
Doenges, Emil	http://d-nb.info/gnd/157833518
Fischer-Dueckelmann, Anna	
Bindel, Ernst	http://d-nb.info/gnd/120138743, http://d-nb.info/gnd/174854900
Ritter, E.	http://d-nb.info/gnd/101611951, http://d-nb.info/gnd/109773101, http://d-nb.info/gnd/133589366, http://d-nb.info/gnd/136777155
Johannsen, Ernst	http://d-nb.info/gnd/101877935, http://d-nb.info/gnd/188276025, http://d-nb.info/gnd/188295666
Lammers, Georg	http://d-nb.info/gnd/1024636283, http://d-nb.info/gnd/103494472X
Gruber, Max von	http://d-nb.info/gnd/116887311
Wollenberg, Erich	http://d-nb.info/gnd/117433209, http://d-nb.info/gnd/178051330
Tanin, O.	http://d-nb.info/gnd/126904685, http://d-nb.info/gnd/1043811184
Choisy, Maryse	http://d-nb.info/gnd/116506822, http://d-nb.info/gnd/175147841
Saladin, Joseph	http://d-nb.info/gnd/107347172, http://d-nb.info/gnd/1046968343
Riedel, Karl-Heinz	http://d-nb.info/gnd/109866800, http://d-nb.info/gnd/131910604
Falkenfeld, Hellmuth	http://d-nb.info/gnd/116395575
Marx, Hugo	http://d-nb.info/gnd/11681389X, http://d-nb.info/gnd/129409170, http://d-nb.info/gnd/13739277X, http://d-nb.info/gnd/176737804
Reissner, Larissa	http://d-nb.info/gnd/118873237, http://d-nb.info/gnd/157578194
Dekobra, Maurice	http://d-nb.info/gnd/118524445, http://d-nb.info/gnd/175365504, http://d-nb.info/gnd/183085000
Wachter, Franz	http://d-nb.info/gnd/101132174, http://d-nb.info/gnd/101410243X, http://d-nb.info/gnd/1019299649
Smirnowa, Nina	http://d-nb.info/gnd/106376934, http://d-nb.info/gnd/152765263, http://d-nb.info/gnd/183701917
Hurwicz, Elias	http://d-nb.info/gnd/124417434
Weckerle, Eduard	http://d-nb.info/gnd/107675862, http://d-nb.info/gnd/117753017
Fogarasi, A.	http://d-nb.info/gnd/126312710, http://d-nb.info/gnd/179800957
Ihering, Herbert	http://d-nb.info/gnd/118708627, http://d-nb.info/gnd/185891292
Roche, Karl	http://d-nb.info/gnd/126845328, http://d-nb.info/gnd/1033673269
Uebel, Otto	http://d-nb.info/gnd/114694931
Freud, Anna	http://d-nb.info/gnd/118535307, http://d-nb.info/gnd/128882697, http://d-nb.info/gnd/160145562
Schulz, Fritz	http://d-nb.info/gnd/101525273, http://d-nb.info/gnd/117236845, http://d-nb.info/gnd/117724939, http://d-nb.info/gnd/11876246X, http://d-nb.info/gnd/129645575, http://d-nb.info/gnd/13247235X, http://d-nb.info/gnd/134516559, http://d-nb.info/gnd/14064508X, http://d-nb.info/gnd/140645268, http://d-nb.info/gnd/174270283, http://d-nb.info/gnd/1019536608, http://d-nb.info/gnd/102477872X, http://d-nb.info/gnd/1031777121, http://d-nb.info/gnd/1035133776
Lortzing, Johannes	http://d-nb.info/gnd/101860986
Colbert, Carl	http://d-nb.info/gnd/1036604829
Weltsch, Felix	http://d-nb.info/gnd/117279234, http://d-nb.info/gnd/177929278
Muenzer, Michael	http://d-nb.info/gnd/11862685X
Wallon, Henri	http://d-nb.info/gnd/117127574, http://d-nb.info/gnd/118806033, http://d-nb.info/gnd/160515114, http://d-nb.info/gnd/186603797
Pauli, Hertha	http://d-nb.info/gnd/118950150, http://d-nb.info/gnd/176968830
Kuenkel, Fritz u. Ruth	
Leder, Zenon	http://d-nb.info/gnd/126709890
Kallus, Julius	http://d-nb.info/gnd/104643617
Putti, Eugen	http://d-nb.info/gnd/126878676
Borer, Augustinus	http://d-nb.info/gnd/10490996X
Ibarruri, Dolores	http://d-nb.info/gnd/118555197
Krauss, Friedrich Salomo	http://d-nb.info/gnd/118927663, http://d-nb.info/gnd/157630676
Holden, Harry	http://d-nb.info/gnd/12642604X
Brauns, Walter	http://d-nb.info/gnd/10664291X, http://d-nb.info/gnd/1029584680, http://d-nb.info/gnd/1031885919
Singer, Irma	http://d-nb.info/gnd/13406514X, http://d-nb.info/gnd/180088807
Rintelen, Franz von 	
Horneffer, August	http://d-nb.info/gnd/116993855, http://d-nb.info/gnd/175911991
Foerster, Friedrich Wilhelm	http://d-nb.info/gnd/118692038, http://d-nb.info/gnd/138456887
Detert-Faust, Rolf	http://d-nb.info/gnd/127836721
Rothhart, Helene	
Schwar, Fritz	
Einstein, Alfred	http://d-nb.info/gnd/116425725, http://d-nb.info/gnd/129727733
Ritter, H.	http://d-nb.info/gnd/100648525, http://d-nb.info/gnd/10236091X, http://d-nb.info/gnd/104009780, http://d-nb.info/gnd/116571632, http://d-nb.info/gnd/116571721, http://d-nb.info/gnd/119006499, http://d-nb.info/gnd/17717255X, http://d-nb.info/gnd/182552888, http://d-nb.info/gnd/1018923527
Bredow, Klaus	http://d-nb.info/gnd/109017633, http://d-nb.info/gnd/116604859
Rosenfeld, Kurt	http://d-nb.info/gnd/116623411, http://d-nb.info/gnd/1045977586
Wassilewski, J. W.	http://d-nb.info/gnd/127278915
Bjelych, G.	http://d-nb.info/gnd/104747242, http://d-nb.info/gnd/18284319X
Charitonow, N.	http://d-nb.info/gnd/126195447
Poraj, Krzysztof	
Semerau, Alfred	http://d-nb.info/gnd/117469599, http://d-nb.info/gnd/177396784
Heer, Johannes de	http://d-nb.info/gnd/105789402
Michel, E. L.	
Hoeber, Karl	http://d-nb.info/gnd/11692277X
Salomon, Gottfried	http://d-nb.info/gnd/116767359, http://d-nb.info/gnd/131402323, http://d-nb.info/gnd/160935725
Engels, Heinrich	http://d-nb.info/gnd/105457485, http://d-nb.info/gnd/119500949, http://d-nb.info/gnd/141278994, http://d-nb.info/gnd/189407034
Wermuth, Carl Georg Ludwig	
Iwanow, G. I.	
Wszebor, Jan	http://d-nb.info/gnd/1030297398
Reinsch, Hans	http://d-nb.info/gnd/125489285
Schmid, Arthur	http://d-nb.info/gnd/112656218
Ehrlich, E.	http://d-nb.info/gnd/118529331, http://d-nb.info/gnd/1032961775
Ehrlich-Hichler, Leopold	http://d-nb.info/gnd/105414441
Schaefer, Wilhelm	http://d-nb.info/gnd/105385573, http://d-nb.info/gnd/117099309, http://d-nb.info/gnd/117099325, http://d-nb.info/gnd/117099333, http://d-nb.info/gnd/117099341, http://d-nb.info/gnd/118794868, http://d-nb.info/gnd/131693611, http://d-nb.info/gnd/131695223, http://d-nb.info/gnd/131695282, http://d-nb.info/gnd/13169538X, http://d-nb.info/gnd/133650286, http://d-nb.info/gnd/142588946, http://d-nb.info/gnd/102353231X, http://d-nb.info/gnd/1028301251, http://d-nb.info/gnd/1028301456, http://d-nb.info/gnd/1030131031, http://d-nb.info/gnd/1035138751, http://d-nb.info/gnd/103610088X
Heilig, Konrad	http://d-nb.info/gnd/106587757, http://d-nb.info/gnd/1012271307
Olsson, Hagar	http://d-nb.info/gnd/106882732, http://d-nb.info/gnd/119217155
Lakhovsky, Georges	http://d-nb.info/gnd/110529685
