row,titleChunks,authorChunks,titleGND,title,completeWorks,ssFlag,authorFirstname,authorLastname,authorPseudonym,authorFullname,firstEditionPublisher,firstEditionPublicationYear,firstEditionPublicationPlace,secondEditionPublisher,secondEditionPublicationYear,secondEditionPublicationPlace,authorGND,authorGND2,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56
80,Done,Done,http://d-nb.info/560834861,Vorlesungen über das gesamte Geschlechtsleben des Menschen,,false,Hermann,Rohleder,,Hermann Rohleder,Fischers mediz. Buchh.,1923,Berlin,Fischers mediz. Buchh.,1923,Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Done,Done,http://d-nb.info/580751376,Squab. Weiberfang in der Südsee,,false,Gino Forst von,Moellwitz,,Gino Forst von Moellwitz,Verlag mod. Lektüre,1933,Berlin,Verlag mod. Lektüre,1933,Berlin,http://d-nb.info/gnd/126649340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,1,Done,http://www.worldcat.org/oclc/246321409,Von Dir — und den andern mehr. Zirkus der Geschlechter,,false,Käte,Kongsback,,Käte Kongsback,Göpner,1928,Hamburg,Göpner,1928,Hamburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Done,Done,http://d-nb.info/99335730X ,S. M. Kirow. Eine kurze Biographie,,true,,,,,Éditions Prométhée,1937,Strassburg,Éditions Prométhée,1937,Strassburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Done,Done,http://d-nb.info/573225087,Bei uns ist Erntefest,,false,Florentine,Gebhardt,,Florentine Gebhardt,Neuer Berliner Buchvertrieb,1934,Berlin,Neuer Berliner Buchvertrieb,1934,Berlin,http://d-nb.info/gnd/116474343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Done,Done,http://d-nb.info/574169903 ,Jugend am Staatsruder. Die jungen Deputierten im Obersten Rat der UdSSR,,true,,,,,Éditions Prométhée,1938,Paris,Éditions Prométhée,1938,Paris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Done,Done,http://d-nb.info/572756453,Das erste Weib,,false,Walter,Beamt,,Walter Beamt,Kiepenheuer,1924,Potsdam,Kiepenheuer,1924,Potsdam,http://d-nb.info/gnd/116097752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Done,Done,http://d-nb.info/576299081 ,Nacht und Tag,,false,Martin,Maurice,,Martin Maurice,Zsolnay,1930,Wien,Zsolnay,1930,Wien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Done,Done,http://d-nb.info/572256299,Zur Geschichte der bolschewistischen Organisationen in Transkaukasien,,true,L.,Beria,,L. Beria,Verlagsgen. ausländ. Arbeiter,1936,Moskau,Verlagsgen. ausländ. Arbeiter,1936,Moskau,http://d-nb.info/gnd/118509586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Done,1,,Sämtliche Schriften,1,true,Max Moritz,Hofmann,,Max Moritz Hofmann,,,,,,,http://d-nb.info/gnd/131704532 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Done,Done,http://d-nb.info/57978326X ,Die Ptychogasterfäule des Coniferenholzes [u. a.],,true,,"Falck, Richard, u. Olga Falck",,,"Hausschwamm-Forschungen. 12 = Instytut badawczy lasów panstwowych. Rozprawy i sprawozdania. A, 36/38.",1937,Warszawa,"Hausschwamm-Forschungen. 12 = Instytut badawczy lasów panstwowych. Rozprawy i sprawozdania. A, 36/38.",1937,Warszawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Done,Done,http://d-nb.info/993282369,Spanische Gedichte und Tagebuchblätter,,true,Rudolf,Leonhard,,Rudolf Leonhard,Ed. Prométhée,1938,Paris,Ed. Prométhée,1938,Paris,http://d-nb.info/gnd/118727559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Done,Done,http://d-nb.info/576324485 ,"Nationalismus, Sozialrevolutionärer ~. Flarchheim i",,false,,,,,Die Kommenden,1930,Thür.,Die Kommenden,1930,Thür.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Done,Done,http://d-nb.info/572144784,Unpolitische Beobachtungen,,true,Ernst,Basch,,Ernst Basch,Oprecht & Helbling,1934,Zürich,Oprecht & Helbling,1934,Zürich,http://d-nb.info/gnd/127235787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Done,Done,http://d-nb.info/57574474X,Christentum — Ende oder Wende?,,true,Johannes,Reeb,,Johannes Reeb,Benziger,1940,"Einsiedeln, Köln",Benziger,1940,"Einsiedeln, Köln",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,1,Done,http://www.worldcat.org/oclc/797286879,Ricardo und Marx als Werttheoretiker,,false,J.,Rosenberg,,J. Rosenberg,Wiener Volksbuchh.,1904,Wien,Wiener Volksbuchh.,1904,Wien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Done,Done,http://d-nb.info/574321004,Der morsche Beichtstuhl,,false,Hans,Kirchsteiger,,Hans Kirchsteiger,Anzengruber-Verlag,1928,Wien,Anzengruber-Verlag,1928,Wien,http://d-nb.info/gnd/101212429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Done,Done,http://d-nb.info/575688017 ,"Protokolle der Weisen von Zion, die grösste Fälschung des Jahrhunderts",,true,,,,,Glarner Nachrichten,1933,Glarus,Glarner Nachrichten,1933,Glarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Done,Done,http://d-nb.info/574738614 ,Der neue Dichter u. die Frau,,false,Sophie Dorothea,Gallwitz,,Sophie Dorothea Gallwitz,Herbig,1927,Berlin,Herbig,1927,Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Done,Done,http://d-nb.info/573693455,Republik Europa,,true,Werner,Hauswirth,,Werner Hauswirth,B. Fischer in Komm.,1937,Münsingen,B. Fischer in Komm.,1937,Münsingen,http://d-nb.info/gnd/125076223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Done,Done,http://d-nb.info/365699187,Die Homosexualität,,false,Havelock,Ellis,,Havelock Ellis,Kabitzsch,1924,Leipzig,Kabitzsch,1924,Leipzig,http://d-nb.info/gnd/118681990,,http://d-nb.info/gnd/110748387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Done,1,,Sämtliche Schriften,1,true,Heinrich,Putzner,,Heinrich Putzner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Done,Done,http://d-nb.info/575292814,Kameraden singt!,,false,Rudolf,Oelbermann,,Rudolf Oelbermann,Wolff,1935,Plauen,Wolff,1935,Plauen,http://d-nb.info/gnd/139134980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Done,Done,http://d-nb.info/579260712 ,Braunbuch über Reichstagsbrand und Hitler-Terror,,true,,,,,Ed. du Carrefour,1933,Paris,Ed. du Carrefour,1933,Paris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Done,Done,,,,false,,"Roda-Roda, Alexander [Pseud.] s. Rosenfeld, Sandor Friedrich.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Done,Done,http://d-nb.info/573897611,Rot gegen Rot,,false,Josef,Breitbach,,Josef Breitbach,Dt. Verlagsanst.,1929,Stuttgart,Dt. Verlagsanst.,1929,Stuttgart,http://d-nb.info/gnd/125284713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Done,Done,http://d-nb.info/574965211,Der grosse Plan,,false,Artur,Mahraun,,Artur Mahraun,Jungdt. Verlag,1932,Berlin,Jungdt. Verlag,1932,Berlin,http://d-nb.info/gnd/118781278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Done,Done,http://d-nb.info/575119136,Die braune Kultur,,true,,"Michaelis, Cassie, Heinz Michaelis u. W. O. Somin",,,Europa-Verlag,1934,Zürich,Europa-Verlag,1934,Zürich,http://d-nb.info/gnd/101920423,http://d-nb.info/gnd/102278687,http://d-nb.info/gnd/117476609,,http://d-nb.info/gnd/10778792X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Done,Done,http://d-nb.info/57458725X,"Deutschland, wohin?",,false,Ernst,Lehmann,,Ernst Lehmann,Bott,1933,Berlin,Bott,1933,Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Done,Done,http://d-nb.info/571693024,"Birobidschan, die Judenrepublik",,false,M.,Alberton,,M. Alberton,Prager,1932,Leipzig,Prager,1932,Leipzig,http://d-nb.info/gnd/125892128,,http://d-nb.info/gnd/125850395,http://d-nb.info/gnd/125880693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Done,Done,http://d-nb.info/574268693 ,Chr. D. Grabbes Napoleon oder die hundert Tage als Roman,,false,Ewald,Keiser,,Ewald Keiser,Zinnen-Verlag,1936,Wien,Zinnen-Verlag,1936,Wien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Done,Done,http://d-nb.info/992474205,Jugend ohne Gott,,true,Ödön von,Horváth,,Ödön von Horváth,A. de Lange,1937,Amsterdam,A. de Lange,1937,Amsterdam,http://d-nb.info/gnd/118553739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Done,Done,http://d-nb.info/576312665,Die Heidin,,false,Max,Mohr,,Max Mohr,Georg Müller,1929,München,Georg Müller,1929,München,http://d-nb.info/gnd/119234173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Done,Done,http://d-nb.info/580685926,Das deutsche Jahr,,false,Friedrich,Mehringer,,Friedrich Mehringer,Höfling,1936,München,Höfling,1936,München,http://d-nb.info/gnd/127500723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Done,Done,http://d-nb.info/575883901,Schleichwege und Annäherungsversuche sexuell Verirrter,,false,Curt,Rombach,,Curt Rombach,Leipziger Verlag,1912,Leipzig,Leipziger Verlag,1912,Leipzig,http://d-nb.info/gnd/126851166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Done,Done,http://d-nb.info/575599243,Wir werden wohlhabend,,true,,,,,Verlagsgen. ausländ. Arbeiter,1933,Moskau,Verlagsgen. ausländ. Arbeiter,1933,Moskau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Done,Done,http://d-nb.info/36204970X,Die Grundprobleme des Marxismus,,false,Georg V.,Plechanow,,Georg V. Plechanow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,1,Done,http://www.worldcat.org/oclc/38576686,Die soziale Lage der arbeitenden Klassen in Berlin,,false,E.,Hirschberg,,E. Hirschberg,Liebmann,1897,Berlin,Liebmann,1897,Berlin,,http://d-nb.info/gnd/101612524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Done,Done,http://d-nb.info/362416311 ,Abecadlo gdanskie,,true,St.,Zalewski,,St. Zalewski,Wyd. Liga Morska i Kolonialna,1937,Warschau,Wyd. Liga Morska i Kolonialna,1937,Warschau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Done,1,,Sämtliche Schriften,1,false,Friedrich,Engels,,Friedrich Engels,,,,,,,http://d-nb.info/gnd/118530380 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Done,1,,Sämtliche Schriften,1,false,Christa,Winsloe,,Christa Winsloe,,,,,,,http://d-nb.info/gnd/119555360 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Done,Done,http://d-nb.info/572752857,Die Mühle zum Toten Mann,,false,Max,Barthel,,Max Barthel,Arbeiterjugend-Verlag,1927,Berlin,Arbeiterjugend-Verlag,1927,Berlin,http://d-nb.info/gnd/101221401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Done,Done,http://d-nb.info/572758251,Wie ich zum Tode verurteilt wurde,,false,Hans,Beckers,,Hans Beckers,Oldenburg,1928,Leipzig,Oldenburg,1928,Leipzig,http://d-nb.info/gnd/104752416,,http://d-nb.info/gnd/11862444X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Done,1,,Sämtliche Schriften,1,true,Heinz,Pohl,,Heinz Pohl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Done,Done,http://d-nb.info/365929859,Der rote Kosak,,false,Heinz Bruno,Hart,,Heinz Bruno Hart,Marien-Verlag,1927,Leipzig,Marien-Verlag,1927,Leipzig,http://d-nb.info/gnd/127472444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Done,Done,http://d-nb.info/573602271,Hier schreibt Berlin,,false,Herbert,Guenther,,Herbert Guenther,Internat. Bibliothek,1930,Berlin,Internat. Bibliothek,1930,Berlin,http://d-nb.info/gnd/101738102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Done,Done,http://d-nb.info/576734357,Der duftende Garten,,true,Cheikh,Nefzaui,,Cheikh Nefzaui,Pfeil-Verlag,1925,Utrecht,Pfeil-Verlag,1925,Utrecht,http://d-nb.info/gnd/109960785,,http://d-nb.info/gnd/126931666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Done,1,,Sämtliche Schriften,1,true,Paul,Hilke,,Paul Hilke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Done,Done,http://d-nb.info/57421769X,Die Nation in der Heilsordnung,,false,Walter,Kampe,,Walter Kampe,Matthias-Grünewald-Verlag,1936,Mainz,Matthias-Grünewald-Verlag,1936,Mainz,http://d-nb.info/gnd/118720643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Done,Done,http://d-nb.info/574569189,Schicksals Zahlen,,false,Ernest,Laurence,,Ernest Laurence,Yoga-Verlag,1934,Dresden,Yoga-Verlag,1934,Dresden,http://d-nb.info/gnd/126702055,,http://d-nb.info/gnd/100366988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Done,Done,http://d-nb.info/577986767,Hindenburg,,false,,"Voigt, Friedrich Adolf, u. Margaret Goldsmith",,,Kindt & Bucher,1930,Giessen,Kindt & Bucher,1930,Giessen,http://d-nb.info/gnd/127208240,http://d-nb.info/gnd/128694777,,http://d-nb.info/gnd/10732069x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Done,Done,http://d-nb.info/57513223X,Die sozialistische Oktoberrevolution,,true,I.,Minz,,I. Minz,Verlag für fremdsprachige Literatur,1940,Moskau,Verlag für fremdsprachige Literatur,1940,Moskau,http://d-nb.info/gnd/122426207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Done,Done,http://d-nb.info/575379510,Autoemanzipation,,false,Leon,Pinsker,,Leon Pinsker,Jüdischer Verlag,1932,Berlin,Jüdischer Verlag,1932,Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Done,Done,http://d-nb.info/573030839 ,Dieser Friede wird kein Brest-Litowsk,,false,Ludwig,Erhart,,Ludwig Erhart,Malik-Verlag,1919,Berlin,Malik-Verlag,1919,Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Done,Done,http://d-nb.info/579102378,"Arbeiterschaft, Die ~ im neuen Deutschland",,false,,,,,Hirzel,1915,Leipzig,Hirzel,1915,Leipzig,,http://d-nb.info/gnd/119183501,http://d-nb.info/gnd/11857101X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Done,1,,Sämtliche Schriften,1,true,Alma,Mahler,,Alma Mahler,,,,,,,http://d-nb.info/gnd/11857633X ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Done,Done,http://d-nb.info/362347522,Politische Geheimverbände,,false,Franz,Schweyer,,Franz Schweyer,Herder,1925,Freiburg,Herder,1925,Freiburg,http://d-nb.info/gnd/120678438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Done,1,,Sämtliche Schriften,1,false,Gregor,Bienstock,,Gregor Bienstock,,,,,,,http://d-nb.info/gnd/101819943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Done,Done,http://d-nb.info/362866171,Europäische Tatsachen. Eine Schriftenreihe für Menschlichkeit u. Vernunft. Sämtliche Bände.,,true,,,,,Kultur-Verlag,,St. Gallen,Kultur-Verlag,,St. Gallen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Done,Done,http://d-nb.info/579069729,Praxis und Theorie der Individualpsychologie,,false,Adler,Alfred,,Adler Alfred,Bergmann,1930,München,Bergmann,1930,München,http://d-nb.info/gnd/118500686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Done,Done,http://d-nb.info/577919385,Menschentum,,false,Paul,Pachaly,,Paul Pachaly,Hans Sachs-Verlag,1926,München,Hans Sachs-Verlag,1926,München,http://d-nb.info/gnd/116014296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Done,Done,http://d-nb.info/575712589 ,Paul Titzkis Lebenswerg,,false,Friedrich,Radszuweit,,Friedrich Radszuweit,Orplid-Verlag,1924,Belin,Orplid-Verlag,1924,Belin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Done,Done,http://d-nb.info/365116785 ,Die Peitsche,,false,Hermann,Kesser,,Hermann Kesser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Done,1,,Sämtliche Schriften,1,false,Otto,Heller,,Otto Heller,,,,,,,http://d-nb.info/gnd/1013850556,http://d-nb.info/gnd/1013850556 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Done,Done,http://d-nb.info/575513136,Mord nach der Uhr,,false,Rufus,King,,Rufus King,Amonesta-Verlag,1930,Wien,Amonesta-Verlag,1930,Wien,http://d-nb.info/gnd/101925050,,http://d-nb.info/gnd/1026396468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Done,Done,http://d-nb.info/572048874,Arzt oder Totengräber,,false,,,,,Betrieb u. Gewerkschaft,1931,Berlin,Betrieb u. Gewerkschaft,1931,Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Done,Done,http://d-nb.info/574577165 ,Lebendig begraben. Tatsachen aus deutschen Zuchthäusern u. Gefängnissen,,false,,,,,Tribunal-Verlag,1932,Berlin,Tribunal-Verlag,1932,Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Done,Done,http://d-nb.info/580860736,"Spot, The yellow ~",,true,,,,,Gollancz,1936,London,Gollancz,1936,London,,http://d-nb.info/gnd/119216728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Done,Done,http://d-nb.info/575617276,Lusica [Die Lausitz],,false,Josef,Pata,,Josef Pata,Schmaler,1920,Bautzen,Schmaler,1920,Bautzen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Done,1,,Sämtliche Schriften,1,false,Leopold von,Sacher-Masoch,,Leopold von Sacher-Masoch,,,,,,,http://d-nb.info/gnd/118604570 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Done,Done,http://d-nb.info/573225265,Das Kinderfest in der Schule des Dritten Reiches,,false,Florentine,Gebhardt,,Florentine Gebhardt,Neuer Berliner Buchvertrieb,1933,Berlin,Neuer Berliner Buchvertrieb,1933,Berlin,http://d-nb.info/gnd/116474343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Done,Done,http://d-nb.info/361561636 ,Was muss jeder junge Mann von und vor der Ehe wissen?,,false,Hermann,Oesterwitz,,Hermann Oesterwitz,Hedewig,1918,Leipzig,Hedewig,1918,Leipzig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Done,1,,Sämtliche Schriften,1,false,Hubertus Prinz zu,Loewenstein-Wertheim-Freudenberg,,Hubertus Prinz zu Loewenstein-Wertheim-Freudenberg,,,,,,,http://d-nb.info/gnd/118574000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Done,Done,http://d-nb.info/576530263,Bruno Walter,,false,Paul,Stefan,,Paul Stefan,Reichner,1936,Wien,Reichner,1936,Wien,http://d-nb.info/gnd/117225789,,http://d-nb.info/gnd/118727176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Done,Done,http://d-nb.info/361563442 ,Truffle eater,,true,,Oistros,,,A. Barker,1933,London,A. Barker,1933,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Done,Done,http://d-nb.info/992578957 ,Die Zeit der Verachtung. — Sämtliche Ausgaben,,true,André,Malraux,,Malraux André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Done,Done,http://d-nb.info/57513903X ,Mit uns zieht die neue Zeit,,false,,,,,Westdt. Verlagsdr.,1930,Düsseldorf,Westdt. Verlagsdr.,1930,Düsseldorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Done,Done,http://d-nb.info/361611293,Irrwege des Herzens,,false,Nicolas,Rétif de la Bretonne,,Nicolas Rétif de la Bretonne,Rhombus-Verlag,1924,Wien,Rhombus-Verlag,1924,Wien,http://d-nb.info/gnd/11864193X,,http://d-nb.info/gnd/116538597,http://d-nb.info/gnd/102133727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Done,Done,http://d-nb.info/576373885,Kulturgeschichte Oesterreichs vom Urzustand bis zur Gegenwart,,false,Hanns,Sagsmann,,Hanns Sagsmann,Amonesta-Verlag,1935,Wien,Amonesta-Verlag,1935,Wien,http://d-nb.info/gnd/101204930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Done,Done,http://d-nb.info/576601985,Aufzeichnungen eines chinesischen Revolutionärs,,false,,Sun Yat Sen,,,Agis-Verlag,1927,Wien,Agis-Verlag,1927,Wien,http://d-nb.info/gnd/118620045,,http://d-nb.info/gnd/118634305,http://d-nb.info/gnd/126996342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Done,1,,Sämtliche Schriften,1,false,Vicki,Baum,,Vicki Baum,,,,,,,http://d-nb.info/gnd/118653830 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Done,Done,http://d-nb.info/36501589X,Ordnung in der Judenfrage,,false,,"Czermak, Emmerich, u. Oskar Karbach",,,Reinhold-Verlag,1933,Wien,Reinhold-Verlag,1933,Wien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Done,Done,http://d-nb.info/578475634,Die roten Tage,,false,August Hermann,Zeiz,,August Hermann Zeiz,Reiss,1920,Berlin,Reiss,1920,Berlin,http://d-nb.info/gnd/116118768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Done,Done,http://d-nb.info/574372334,Die Liebe der Wenigen,,false,Ferdinand,Knoll,,Ferdinand Knoll,Verlag Der Eigene,1931,Berlin,Verlag Der Eigene,1931,Berlin,http://d-nb.info/gnd/126497117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Done,Done,http://d-nb.info/574206213,Es ist genug,,false,Georg,Kaiser,,Georg Kaiser,Transmare-Verlag,1932,Berlin,Transmare-Verlag,1932,Berlin,http://d-nb.info/gnd/118559427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Done,Done,http://d-nb.info/573461023,Der Mond der Toinette,,false,Fritz,Giese,,Fritz Giese,Musarion-Verlag,1919,München,Musarion-Verlag,1919,München,http://d-nb.info/gnd/101184557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Done,Done,http://d-nb.info/576613541,Klassenkämpfe und die Diktatur des Proletariats in Ungarn,,false,Bela,Szántó,,Bela Szántó,Neue Erde,1920,Wien,Neue Erde,1920,Wien,http://d-nb.info/gnd/101985789,,http://d-nb.info/gnd/118597639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Done,1,,Sämtliche Schriften,1,false,Sergej Michajlovič,Tretjakow,,Sergej Michajlovič Tretjakow,,,,,,,http://d-nb.info/gnd/118623850 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Done,Done,http://d-nb.info/578509946,Das Reich als Schicksal und Tat,,false,Friedrich,Zoepfl,,Friedrich Zoepfl,Herder,1937,Freiburg,Herder,1937,Freiburg,http://d-nb.info/gnd/117010944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Done,Done,http://d-nb.info/579738671,Die berittene Tante,,false,Hans,Engler,,Hans Engler,Richter,1927,Leipzig,Richter,1927,Leipzig,http://d-nb.info/gnd/101045328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Done,1,,Sämtliche Schriften,1,true,Wilhelm,Tabor,,Wilhelm Tabor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
